,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
262,Up in XX,Up in XX,GO:0051348,negative regulation of transferase activity,67/3538,260/28891,1.82137630385972e-09,4.41579476416678e-08,2.12798806413181e-08,Actb/Adora2a/Akt1/Apoe/Bmp2/Camk2n1/Casp3/Cav1/Cd300a/Cdkn1a/Cdkn1b/Cdkn1c/Ddr2/Dnaja1/Dtnbp1/Dusp1/Dusp19/Dusp22/Dusp3/Ephb2/Errfi1/Gadd45g/Gprc5a/Gsk3b/Gskip/Gstp1/Heg1/Hexim2/Hhex/Inca1/Inpp5k/Itgb1bp1/Lilrb4a/Myocd/Npm1/Nr2f2/Park7/Parp3/Phpt1/Pkig/Ppm1e/Ppp2r5a/Prdx3/Prkag2/Prkar1b/Prkar2a/Prkcd/Psen2/Pten/Ptpn2/Ptprc/Ptprj/Ptpro/Pycard/Rgs2/Rpl23/Rps7/Setd7/Sfrp1/Sfrp2/Shb/Smyd3/Taf7/Terf1/Thy1/Uchl1/Vps25,67
266,Up in XX,Up in XX,GO:1901652,response to peptide,102/3538,464/28891,2.31920802283778e-09,5.53819900791939e-08,2.66887888025812e-08,Adcy6/Agtr1a/Agtr2/Akt1/Ano1/Anxa1/C2cd5/Cacnb1/Card9/Cav1/Cav2/Cd36/Cdk2/Cdk5/Chrna7/Col3a1/Cry1/Cyp11a1/Cyp11b1/Ednra/Eif2b3/Epha4/Fcgr2b/Fer/Fis1/Gck/Ghr/Gnai2/Gper1/Gsk3b/Hdac9/Igf1/Igf2/Il18/Inpp5k/Irf1/Irf5/Irs1/Jak2/Kcnj8/Kcnq1/Khk/Lhcgr/Marcks/Mc4r/Mgarp/Myo5a/Nagk/Nfkb1/Ngfr/Npr2/Nucb2/Oprk1/Osbpl8/Pak1/Pck2/Pcsk9/Pde3b/Pdk2/Pdk4/Pik3r1/Pik3r3/Pip4k2a/Pklr/Pld1/Pomc/Ppara/Ppp3ca/Prkaca/Prkcd/Prkcq/Pten/Ptpn2/Ptprj/Rab13/Rab8a/Rarres2/Rock2/Rpl23/Rps6kb1/Scly/Scnn1a/Serpina3g/Serpinf1/Sesn3/Snx6/Sorbs1/Srd5a2/Stat1/Stxbp3/Stxbp4/Tbc1d4/Tcf12/Tgfbr3/Tlr4/Tns2/Trem2/Trpv4/Tshr/Uchl3/Vcam1/Zfp36l1,102
270,Up in XX,Up in XX,GO:0071692,protein localization to extracellular region,98/3538,441/28891,2.62593264164404e-09,6.17774968137886e-08,2.97708074927909e-08,Adora2a/Adtrp/Agtr1a/Ang/Ano1/Anxa1/Apbb1/Apoe/Bad/C1qtnf3/Cacna1d/Camk2n1/Cask/Cd200/Cftr/Chga/Clstn3/Cnr1/Doc2b/Drd4/Efna5/Egfr/Exph5/Fkbp1b/Gck/Glul/Gna11/Gnaz/Gper1/Hmgn3/Hnf1a/Igf1/Ildr2/Irs1/Isl1/Jak2/Kcnj8/Kcnn4/Kcnq1/Klf7/Krt20/Ltbp1/Lyst/Mc4r/Mcu/Myh10/Myo5a/Ndufaf2/Nlgn2/Nnat/Nrros/Olfm2/Park7/Pck2/Pde3b/Pfkl/Pim3/Plek/Ppid/Ppp3ca/Prkaca/Prkcq/Psmd9/Ptger3/Ptger4/Ptpmt1/Rab11fip2/Rab13/Rab34/Rab8a/Rab8b/Rcn3/Rhbdf1/Rph3al/Sfrp1/Sirt4/Slc12a2/Slc16a1/Slc4a8/Snap25/Sncg/Sri/Stx1a/Stxbp3/Stxbp4/Sybu/Syt4/Tango2/Tcf7l2/Tcirg1/Tfap2b/Tgfb2/Tlr2/Tlr4/Trem2/Tvp23a/Uqcc2/Vsnl1,98
278,Up in XX,Up in XX,GO:0002274,myeloid leukocyte activation,70/3538,280/28891,3.19868578045384e-09,7.30865182641827e-08,3.52206673591813e-08,Abr/Adgrf5/Aif1/Anxa1/Batf/Batf3/C1qa/C5ar1/Cd200/Cd300a/Cd48/Cd84/Cftr/Chga/Cnr1/Cplx2/Csf1r/Ctsc/Cx3cr1/Dnase1l3/Dock2/Edn2/Fcer1g/Fcgr3/Fer/Flt3l/Fn1/Foxp1/Gata1/Ifngr2/Il13ra2/Il16/Il18/Il33/Irgm1/Jak2/Jun/Kcnj8/Kit/Lcp2/Lgals9/Lilrb4a/Lrfn5/Mfhas1/Myd88/Myo1f/Ndrg1/Pi4k2a/Pja2/Pla2g4a/Plcg2/Plscr2/Prkcd/Pycard/Rasgrp1/Slc11a1/Slc7a2/Snca/Spi1/Stx11/Stxbp1/Tex101/Tlr2/Tlr4/Tnfsf9/Traf3ip2/Trem2/Trex1/Tyrobp/Wnt5a,70
281,Up in XX,Up in XX,GO:1902074,response to salt,81/3538,343/28891,3.43924658653902e-09,7.7744107892156e-08,3.74651772753529e-08,Adcy7/Adgrl3/Akr1c14/Akr1c18/Alox5ap/Apobec1/Aqp2/Cacng4/Calm1/Calm2/Capn3/Carf/Cav1/Cd36/Cdk5/Cdkn1b/Chrm4/Chrna3/Chrna4/Chrna7/Cib2/Clic4/Cnr1/Cpne2/Cpne4/Cpne5/Cpne8/Crebbp/Crls1/Dlg4/Dmtn/Drd4/Ednra/Egfr/Fas/Fgfr1/Fgfr3/Fos/Gna11/Gnai2/Id2/Impa2/Itpkc/Jun/Kcnj8/Krt10/Ly6g6d/Ly6g6e/Ly6h/Lypd1/Mt1/Ncam1/Nefl/Nek7/Npr2/Oprk1/P2rx6/P2ry12/Pklr/Pla2g4a/Plcg2/Ppp3ca/Ppp5c/Rasa4/Rasgrp2/Rock2/Ryr2/S100a16/Shh/Slc12a2/Slc1a3/Slc25a12/Snca/Sorbs1/Sorbs2/Syt1/Syt13/Syt4/Tgm2/Tnnt2/Tspo,81
286,Up in XX,Up in XX,GO:0035456,response to interferon-beta,29/3538,74/28891,3.69387130522765e-09,8.20401067510701e-08,3.95354352432905e-08,Aim2/Bst2/Calm1/Ddx41/Gbp2/Gbp2b/Gbp6/Ifi47/Ifit1/Ifit3/Ifitm1/Ifitm2/Ifitm3/Ifnar1/Ifnar2/Igtp/Iigp1/Ikbke/Irf1/Irgm1/Irgm2/Mavs/Mndal/Oas1a/Plscr2/Stat1/Tgtp1/Trex1/Ube2k,29
292,Up in XX,Up in XX,GO:0019216,regulation of lipid metabolic process,90/3538,398/28891,4.72967196818754e-09,1.02886562814819e-07,4.95814206326221e-08,Abcd2/Acadvl/Acsl5/Adgrf5/Akr1c14/Akr1c18/Akt1/Angptl4/Anxa1/Apobec1/Apoc1/Apoc2/Apoe/Asxl3/Avpr1a/Bbs4/Bmp2/Bmp5/C1qtnf2/Capn2/Cav1/Ces1g/Cga/Ch25h/Cideb/Clstn3/Cmtm2a/Cnr1/Cyp17a1/Dgat2/Dgkz/Dkk3/Dnajc15/Dnajc19/Erlin1/Esr1/Fgfr3/Fitm2/Fmo1/Golm1/Gper1/Hsd17b13/Id2/Idh1/Igf1/Igf2/Irs1/Isx/Kit/Lhcgr/Lpgat1/Mid1ip1/Nfkb1/Nr0b1/Nr3c1/Nucb2/Pde3b/Pdgfra/Pdgfrb/Pdk2/Pdk4/Pik3cg/Pla2g4a/Plcg2/Plin5/Ppara/Ppp2r5a/Prkag2/Prkcd/Ptgs2/Rab38/Rarres2/Rdh1/Rdh10/Rdh9/Scp2/Sirt2/Sirt4/Snai1/Snai2/Snca/Sorbs1/Star/Tbl1xr1/Tcf7l2/Thrsp/Trem2/Trex1/Tspo/Wnt4,90
296,Up in XX,Up in XX,GO:0030048,actin filament-based movement,41/3538,130/28891,5.41351205742873e-09,1.16001925345284e-07,5.59017630425704e-08,Acta2/Actc1/Adcy10/Akap9/Ank2/Cacna1d/Cacna1g/Cav1/Dsc2/Emp2/Frmd6/Fxyd1/Gsn/Kcna5/Kcne4/Kcnj8/Kcnn2/Kcnq1/Myh10/Myh7/Myh8/Myl6/Myo1a/Myo1b/Myo1e/Myo1f/Myo5a/Myo5b/Parva/Pde4b/Pde4d/Ptger3/Rangrf/Ryr2/Scn2b/Sri/Stc1/Sumo1/Tnnt2/Was/Wipf1,41
299,Up in XX,Up in XX,GO:0050727,regulation of inflammatory response,92/3538,411/28891,5.46041808536524e-09,1.16001925345284e-07,5.59017630425704e-08,Abr/Acp5/Adam8/Adora2a/Aim2/Alox5ap/Anxa1/Apoe/Bcl6/C1qtnf3/Camk2n1/Ccl3/Ccr7/Cd200/Cd44/Chrna7/Clcf1/Cma1/Cnr1/Csf1r/Ctsc/Ctss/Cx3cr1/Dnase1l3/Esr1/Ets1/Fbxl2/Fcer1g/Fcgr1/Fcgr2b/Fcgr3/Fndc4/Foxp1/Gata3/Gper1/Gpsm3/Gstp1/H2-T22/H2-T23/Hgf/Igf1/Igtp/Il16/Il18/Il1r1/Il33/Irgm1/Irgm2/Isl1/Jak2/Krt1/Letmd1/Lgals1/Lgals2/Lgals9/Lrfn5/Mdk/Mfhas1/Mgll/Myd88/Ncf1/Nfkb1/Nupr1/Park7/Pdcd4/Pglyrp1/Pik3cg/Plcg2/Pmp22/Ppara/Ptger3/Ptger4/Ptgis/Ptgs2/Ptpn2/Pycard/Siglecg/Slc39a8/Slc7a2/Smpdl3b/Snca/Tlr2/Tlr4/Tnc/Tnfaip8l2/Tnfrsf11a/Tnfrsf1b/Trem2/Trex1/Trpv4/Wfdc1/Wnt5a,92
305,Up in XX,Up in XX,GO:0034341,response to type II interferon,45/3538,150/28891,5.78874596502057e-09,1.20557752032166e-07,5.80972330156336e-08,Actr2/Arg1/Bst2/Calm1/Ccl12/Ccl2/Ccl3/Ccl4/Ccl6/Ccl7/Cdc42ep2/Cxcl16/Dapk1/Gbp2/Gbp2b/Gbp6/Gbp9/Gsn/Ifitm1/Ifitm2/Ifitm3/Igtp/Irf1/Irf8/Irgm1/Irgm2/Jak2/Kif16b/Ptpn2/Rpl13a/Rps6kb1/Slc11a1/Slc22a5/Slk/Snca/Stat1/Stx11/Stxbp1/Stxbp3/Stxbp4/Tgtp1/Tlr2/Tlr4/Vamp4/Was,45
323,Up in XX,Up in XX,GO:0048639,positive regulation of developmental growth,58/3538,221/28891,1.06417185980466e-08,2.09083369813396e-07,1.00758060356846e-07,Actn3/Adcy10/Akt1/Apoe/Arx/Bbs4/Bcl11a/Bcl2/Capn3/Ccnd2/Cpne5/Crabp2/Cxcl12/Dio3/Disc1/Efna5/Fgfr1/Fgfr2/Fn1/Fxn/Gata6/Ghr/Gsk3b/Hlx/Hopx/Igf1/Igf2/Ikzf1/Myo5b/Ncam1/Nr3c1/Nrg1/Nrp1/Pak1/Parp2/Picalm/Pim1/Pin1/Ptger4/Rps6kb1/Sash3/Sh3pxd2b/Slc23a2/Slc25a4/Smurf1/Syt1/Syt4/Tbx2/Tbx20/Tgfbr3/Trpc5/Trpv2/Tshr/Twf2/Vegfa/Wnt2/Wnt5a/Ybx3,58
324,Up in XX,Up in XX,GO:0032963,collagen metabolic process,39/3538,123/28891,1.06977479832106e-08,2.09083369813396e-07,1.00758060356846e-07,Adam15/Adamts3/Arg1/Arrb2/Bmp4/Ccl2/Col1a1/Col1a2/Creb3l1/Ctss/Cygb/Ddr2/Emilin1/Eng/Errfi1/Fap/Fgfr3/Fn1/Gli2/Il18/Larp6/Ltbp1/Mfap4/Mmp16/Mmp19/Mmp28/Mrc2/P3h2/P3h3/Pdgfrb/Prdx5/Prkcd/Prtn3/Rapgef3/Rcn3/Rgcc/Tgfbr3/Tns2/Wnt4,39
330,Up in XX,Up in XX,GO:0071774,response to fibroblast growth factor,34/3538,100/28891,1.28640977161673e-08,2.47614389979075e-07,1.19326303536251e-07,Cd44/Churc1/Creb3l1/Cxcl13/Egr3/Ext1/Fam20c/Fat4/Fgf10/Fgf17/Fgf20/Fgfbp3/Fgfr1/Fgfr2/Fgfr3/Flrt2/Flrt3/Fuz/Gata3/Hhip/Hyal1/Ier2/Itgb1bp1/Kif16b/Ngfr/Npr2/Sfrp1/Sulf1/Sulf2/Tbx2/Tcf7l2/Wnt4/Wnt5a/Zfp36l1,34
340,Up in XX,Up in XX,GO:0032543,mitochondrial translation,40/3538,130/28891,1.807182458649e-08,3.37624205215837e-07,1.6270237119973e-07,Aurkaip1/Chchd1/Coa3/Lars2/Malsu1/Mrpl14/Mrpl17/Mrpl18/Mrpl20/Mrpl22/Mrpl23/Mrpl27/Mrpl28/Mrpl30/Mrpl33/Mrpl35/Mrpl36/Mrpl37/Mrpl40/Mrpl41/Mrpl42/Mrpl45/Mrpl48/Mrpl55/Mrps10/Mrps11/Mrps14/Mrps15/Mrps16/Mrps18a/Mrps18c/Mrps21/Mrps27/Mrps30/Mrps33/Mrps9/Ndufa7/Rars2/Rpusd3/Uqcc2,40
347,Up in XX,Up in XX,GO:0062197,cellular response to chemical stress,74/3538,316/28891,2.33170711378321e-08,4.26830074546137e-07,2.05691014314624e-07,Aif1/Aifm2/Akt1/Anxa1/Arl6ip5/Atg5/Bad/Bmp4/Capn3/Casp3/Cat/Cav1/Cd36/Chchd4/Cln3/Cryge/Cyp1b1/Dapk1/Ddr2/Dnaja1/Ednra/Egfr/Fas/Fer/Fos/Foxp1/Fut8/Fxn/Hgf/Hk3/Jun/Mgat3/Micu1/Mpv17/Msra/Ngfr/Nos3/Nqo1/Oser1/Park7/Pdgfra/Pdgfrb/Pdk2/Ppargc1b/Prdx1/Prdx3/Prdx5/Prkcd/Prkg2/Prr5l/Ptgs2/Ptprk/Pycard/Pycr1/Rcsd1/Rps3/Scly/Serpinb6b/Sirt2/Snca/Sod2/Srxn1/Stox1/Stx2/Tifab/Trex1/Trpc6/Trpv4/Txndc2/Ucp1/Usp15/Ybx3/Zfp277/Zfp36l1,74
378,Up in XX,Up in XX,GO:0051235,maintenance of location,83/3538,373/28891,3.94719147405524e-08,6.63295244529071e-07,3.19644466904836e-07,Adcy6/Akap9/Akt1/Alkbh7/Ank2/Anxa6/Apoc4/Apoe/Arl2/Atg5/Bbs4/Bdh2/Calm1/Calm2/Capn3/Cav1/Cd36/Cdk5/Ces1g/Cideb/Clstn3/Coro1a/Cry1/Cyba/Dgat2/Dzip1/Ednra/Fitm2/Fkbp1b/Gper1/Grik5/Gsn/Gsto1/Hilpda/Ikbke/Itpr2/Jph2/Kdelr3/Lck/Ldah/Lgals9/Lhcgr/Ltbp1/Mad1l1/Mest/Mprip/Msr1/Myo5a/Npc1/Nrg1/Nrip1/Nrros/Osbpl8/Park7/Pde4d/Pfn1/Plcb4/Plcg2/Plch1/Plin2/Plin5/Ppara/Ptpn2/Ptprc/Ryr2/Smim22/Snca/Soat1/Sri/Syne1/Taf3/Taf8/Tgfb2/Thy1/Tmem38a/Tmsb10/Tmsb15b1/Tmsb15l/Tmsb4x/Trem2/Tspo/Twf2/Zfyve1,83
379,Up in XX,Up in XX,GO:0042698,ovulation cycle,26/3538,68/28891,4.26110887602348e-08,7.14157350409001e-07,3.44155106553986e-07,Adamts1/Anxa1/Arrb2/Bmpr1b/Chrna7/Edn2/Egfr/Enpp2/Ereg/Esr1/Esr2/Fzd4/Gas2/Gdf9/Lhcgr/Mdk/Nos3/Npr2/Nrip1/Pde4d/Pdgfra/Pla2g4a/Ptger4/Ptn/Runx1/Sohlh2,26
401,Up in XX,Up in XX,GO:1901617,organic hydroxy compound biosynthetic process,61/3538,248/28891,6.00994487543628e-08,9.51999248099034e-07,4.58772009391487e-07,Agtr1a/Agtr2/Akr1c14/Akr1c18/Apoe/Bmp2/Bmp5/Ces1g/Cftr/Ch25h/Cmtm2a/Ctns/Cyb5r3/Cyp11b1/Cyp2d22/Cyp39a1/Dbh/Dct/Dkk3/Ephx1/Erlin1/Errfi1/Gata3/Gper1/Hand2/Hmgcs2/Hnf1a/Hsd17b10/Ip6k2/Itpkc/Lbr/Ldha/Lhcgr/Moxd1/Myo5a/Nfkb1/Oca2/Park7/Pcbd1/Pcbd2/Pck2/Plcg2/Plek/Pmvk/Ppip5k1/Pth1r/Pts/Rab38/Sc5d/Scp2/Snai1/Snai2/Snca/Sptlc2/Srd5a2/Star/Tgfb2/Th/Tph2/Wnt4/Wnt5a,61
439,Up in XX,Up in XX,GO:1901653,cellular response to peptide,77/3538,346/28891,1.19610418989292e-07,1.730672850615e-06,8.34017739889372e-07,Adcy6/Agtr1a/Agtr2/Akt1/Ano1/C2cd5/Cacnb1/Cav1/Cav2/Cd36/Cdk2/Cdk5/Cyp11a1/Cyp11b1/Ednra/Epha4/Fcgr2b/Fer/Fis1/Gck/Ghr/Gnai2/Gper1/Gsk3b/Hdac9/Igf1/Igf2/Il18/Inpp5k/Irf1/Irs1/Jak2/Lhcgr/Marcks/Mgarp/Myo5a/Nfkb1/Ngfr/Npr2/Nucb2/Osbpl8/Pak1/Pck2/Pcsk9/Pde3b/Pdk2/Pdk4/Pik3r1/Pik3r3/Pip4k2a/Pklr/Ppp3ca/Prkaca/Prkcd/Prkcq/Pten/Ptpn2/Ptprj/Rab13/Rab8a/Rarres2/Rock2/Rpl23/Rps6kb1/Scnn1a/Sesn3/Snx6/Sorbs1/Stxbp4/Tbc1d4/Tlr4/Tns2/Trem2/Tshr/Uchl3/Vcam1/Zfp36l1,77
441,Up in XX,Up in XX,GO:0030900,forebrain development,90/3538,425/28891,1.22058063971608e-07,1.75807896223958e-06,8.47224847904131e-07,Agtpbp1/Aldh1a2/Aldh1a3/Arx/Bbs4/Bmp2/Bmp4/Ccdc141/Cdk5/Col3a1/Csf1r/Cxcl12/D16Ertd472e/Dab1/Dclk1/Dct/Disc1/Dixdc1/Dkk1/Dlc1/Dpcd/Egfr/Emx2/Ephb2/Ext1/Fat4/Fbxo45/Fgf10/Fgfr1/Fgfr2/Fgfr3/Foxp2/Gdpd5/Gli2/Gli3/Gsk3b/Hes1/Hhex/Hook3/Hsd3b1/Hsd3b6/Id2/Igf2bp1/Ikzf1/Isl1/Kdm1a/Kif1a/Kif3a/Lef1/Mdk/Mgarp/Msx1/Myh10/Ncam1/Nfib/Nfix/Nin/Notch3/Nr2f1/Nr2f2/Nrg1/Nrp1/Numbl/P2ry12/Pak1/Plxna4/Psen2/Ptchd1/Pten/Ptger3/Rac3/Rarb/Robo2/Sall3/Sema3a/Sema3e/Shh/Ski/Slit2/Tbx3/Tcf7l2/Tfap2c/Tmem108/Tyrobp/Ubb/Ulk4/Uqcrq/Wnt2b/Wnt4/Wnt5a,90
444,Up in XX,Up in XX,GO:0035296,regulation of tube diameter,49/3538,186/28891,1.25026430880799e-07,1.78064549093013e-06,8.58099742745727e-07,Acta2/Adcy6/Add3/Adm/Adora2a/Adra2b/Agtr1a/Agtr2/Akt1/Apoe/Arhgap42/Asic2/Atg5/Avpr1a/Cacna1g/Cav1/Cbs/Cftr/Chga/Cysltr1/Dbh/Dock4/Ece1/Edn2/Edn3/Ednra/Egfr/Esr2/Ext1/Gper1/Itga1/Itgb1bp1/Kcna5/Kcnj8/Kdr/Mgll/Nos3/Ptger3/Ptgs1/Ptgs2/Rgs2/Rock2/Scpep1/Smtnl1/Sod2/Tbxas1/Tgfbr3/Vegfa/Wdr35,49
461,Up in XX,Up in XX,GO:0140053,mitochondrial gene expression,45/3538,166/28891,1.64386535531505e-07,2.26503963925405e-06,1.09153110018408e-06,Aurkaip1/Cfh/Chchd1/Coa3/Hsd17b10/Lars2/Malsu1/Mrpl14/Mrpl17/Mrpl18/Mrpl20/Mrpl22/Mrpl23/Mrpl27/Mrpl28/Mrpl30/Mrpl33/Mrpl35/Mrpl36/Mrpl37/Mrpl40/Mrpl41/Mrpl42/Mrpl45/Mrpl48/Mrpl55/Mrps10/Mrps11/Mrps14/Mrps15/Mrps16/Mrps18a/Mrps18c/Mrps21/Mrps27/Mrps30/Mrps33/Mrps9/Mterf1a/Mthfs/Ndufa7/Ppargc1b/Rars2/Rpusd3/Uqcc2,45
464,Up in XX,Up in XX,GO:1990542,mitochondrial transmembrane transport,23/3538,59/28891,1.67427431204608e-07,2.29202379959411e-06,1.10453486829174e-06,Akt1/Dnajc15/Dnajc19/Dnlz/Mcu/Micu1/Micu3/Mrpl18/Pam16/Psen2/Sfxn1/Sfxn4/Sfxn5/Slc1a3/Slc25a12/Slc25a32/Slc25a37/Slc25a38/Smdt1/Timm21/Timm23/Tomm20l/Ucp1,23
471,Up in XX,Up in XX,GO:0099111,microtubule-based transport,55/3538,222/28891,2.03522088058952e-07,2.74473949755936e-06,1.32270026165031e-06,Adcy10/Agtpbp1/Ak7/Arl3/Bbs12/Caly/Ccdc103/Ccdc40/Cfap45/Cfap53/Clip3/Cln3/Cluap1/Dnah1/Dpcd/Dtnbp1/Dync1i1/Dync2li1/Fez1/Fuz/Gas8/Hsbp1/Hspa8/Ift122/Ift20/Ift22/Ift27/Ift46/Ift80/Ift81/Kif13a/Kif1a/Kif3a/Klc1/Lca5l/Map1a/Mgarp/Myo5a/Nefl/Nefm/Nme5/Rab27b/Rasgrp1/Rsph4a/Spast/Ssna1/Sybu/Tmem108/Traf3ip1/Trim46/Ttll1/Ubb/Uchl1/Ulk4/Wdr35,55
505,Up in XX,Up in XX,GO:0140888,interferon-mediated signaling pathway,28/3538,84/28891,3.8317516914521e-07,4.81966074140669e-06,2.32261259379734e-06,Arg1/Ifitm1/Ifitm2/Ifitm3/Ifnar1/Ifnar2/Ifngr2/Igtp/Ikbke/Irak1/Irf1/Irf7/Irgm1/Irgm2/Isg15/Jak2/Mavs/Myd88/Oas1a/Oas2/Ptpn2/Samhd1/Stat1/Trex1/Ube2k/Usp29/Wnt5a/Ythdf2,28
506,Up in XX,Up in XX,GO:0030278,regulation of ossification,40/3538,144/28891,3.89541359488204e-07,4.88040772281868e-06,2.35188679205169e-06,Actn3/Adcy10/Atraid/Bcl2/Bmp2/Bmp4/Bmp7/Bmpr1b/Ccr1/Chsy1/Creb3l1/Csf1r/Ddr2/Dhrs3/Dkk1/Fam20c/Fgfr3/Gata1/Gfra4/Ifitm5/Isg15/Ltbp3/Mdk/Mgp/Osr1/Osr2/Pbx1/Pkdcc/Ptger4/Ptn/Scube2/Sfrp1/Sgms2/Smurf1/Sox11/Tmem119/Tob2/Wnt4/Wnt5a/Zbtb16,40
520,Up in XX,Up in XX,GO:0033108,mitochondrial respiratory chain complex assembly,32/3538,104/28891,4.6304110216159e-07,5.65263114906626e-06,2.72402415840592e-06,Chchd4/Coa3/Cox14/Cox16/Cox19/Immp2l/Lyrm7/Ndufa11/Ndufa12/Ndufa2/Ndufa8/Ndufab1/Ndufaf2/Ndufaf3/Ndufaf6/Ndufaf7/Ndufb10/Ndufb11/Ndufb6/Ndufb8/Ndufb9/Ndufc1/Ndufs4/Nubpl/Sdhaf1/Sdhaf4/Surf1/Timm21/Tmem126a/Tmem126b/Ttc19/Uqcc2,32
523,Up in XX,Up in XX,GO:0031579,membrane raft organization,13/3538,23/28891,4.711298174628e-07,5.72202026868777e-06,2.75746303548722e-06,Cav1/Cav2/Cln3/Colec12/Dock2/Emp2/Gsn/Npc1/Pacsin2/Pmp22/Ptprc/Rftn1/S100a10,13
525,Up in XX,Up in XX,GO:0002833,positive regulation of response to biotic stimulus,86/3538,413/28891,4.89138589329365e-07,5.91811108460977e-06,2.85195993537803e-06,Adam8/Aim2/Arg1/Arrb2/Brcc3/Card9/Casp6/Cav1/Cd14/Cd300a/Cd36/Cd86/Clec4n/Clec7a/Colec12/Cxcl1/Cyba/Eif2ak2/Emilin1/Emilin2/Ereg/Esr1/Fbxl2/Gbp2/Gbp2b/Gramd4/H2-T22/H2-T23/Hcfc2/Hsp90aa1/Hspa8/Igtp/Ikbke/Irak1/Irf1/Irf7/Irgm1/Irgm2/Kcnj8/Lag3/Lgals9/Lgr4/Ly86/Mavs/Mfhas1/Mndal/Mr1/Myd88/Nagk/Nek7/Oas1a/Pik3r1/Pja2/Plcg2/Plscr2/Pomc/Pqbp1/Pycard/Rab11fip2/Rab34/Rasgrp1/Rftn1/Rps6ka3/Sarm1/Sirt2/Smpdl3b/Spi1/Tifa/Tirap/Tlr13/Tlr2/Tlr4/Tlr5/Tmem126a/Traf3/Trem2/Tspan6/Tyrobp/Ube2k/Unc93b1/Usp15/Usp29/Vav1/Wdfy1/Wnt5a/Zcchc3,86
530,Up in XX,Up in XX,GO:0150076,neuroinflammatory response,28/3538,85/28891,5.04952979334721e-07,6.04041680740894e-06,2.91089952206436e-06,Adora2a/Aif1/C1qa/C5ar1/Cd200/Csf1r/Ctsc/Cx3cr1/Egfr/Ifngr2/Igf1/Il33/Jak2/Jun/Kcnj8/Myo5a/Nr3c1/Nupr1/Plcg2/Psen2/Ptgs2/Snca/Tlr2/Tlr4/Tnfrsf1b/Trem2/Tyrobp/Ulk4,28
533,Up in XX,Up in XX,GO:0009615,response to virus,82/3538,389/28891,5.29571350370898e-07,6.31113924494549e-06,3.04136168041586e-06,Aim2/Apobec1/Atg5/Batf3/Bcl2/Bst2/Card9/Cd86/Crcp/Crebbp/Ddx41/Dhx36/Eif2ak2/Ext1/Fbxl2/Fgl2/Gbp2b/Gli2/Gramd4/Hcfc2/Hsp90aa1/Hspa8/Hyal1/Ifit1/Ifit2/Ifit3/Ifit3b/Ifitm1/Ifitm2/Ifitm3/Ifnar1/Ifnar2/Ifngr2/Igtp/Ikbke/Il10rb/Il23a/Il33/Ilf3/Irf1/Irf5/Irf7/Irgm1/Irgm2/Isg15/Kcnj8/Lgals8/Lgals9/Lyst/Mavs/Myd88/Nfkb1/Nmb/Oas1a/Oas2/Oasl2/Oprk1/Plscr2/Pmaip1/Pqbp1/Ptprc/Pycard/Rnasel/Rps15a/Rrp1b/Samhd1/Sertad3/Sirt2/Spon2/Stat1/Tgtp1/Tlr13/Traf3/Traf3ip1/Traf3ip2/Trem2/Trex1/Tspan6/Ttc4/Unc93b1/Usp29/Zcchc3,82
545,Up in XX,Up in XX,GO:0006626,protein targeting to mitochondrion,27/3538,81/28891,6.14677635641465e-07,7.12766537461952e-06,3.43484868576719e-06,4930550C14Rik/Adcy10/Aip/Bag3/Chchd4/Dnajc15/Dnajc19/Dnlz/Dusp18/Fbxw7/Fis1/Hsp90aa1/Hspa1l/Immp2l/Mgarp/Mtch1/Pam16/Parl/Ppp2r2b/Sirt4/Timm10/Timm21/Timm23/Timm8a1/Tomm20l/Tomm5/Trmt10b,27
565,Up in XX,Up in XX,GO:0022404,molting cycle process,35/3538,122/28891,8.86123127384708e-07,9.94461856033156e-06,4.79234899467125e-06,Akt1/Apcdd1/Barx2/Bcl2/Dkk1/Edar/Edaradd/Egfr/Ext1/Fermt1/Fgf10/Fgfr2/Fst/Fuz/Gli2/Hpse/Igfbp5/Ldb2/Lgr4/Lgr5/Msx2/Myo5a/Ngfr/Psen2/Ptgs2/Runx1/Sav1/Shh/Snai1/Tfap2c/Tgfb2/Tnfrsf19/Trps1/Wnt10a/Wnt5a,35
566,Up in XX,Up in XX,GO:0022405,hair cycle process,35/3538,122/28891,8.86123127384708e-07,9.94461856033156e-06,4.79234899467125e-06,Akt1/Apcdd1/Barx2/Bcl2/Dkk1/Edar/Edaradd/Egfr/Ext1/Fermt1/Fgf10/Fgfr2/Fst/Fuz/Gli2/Hpse/Igfbp5/Ldb2/Lgr4/Lgr5/Msx2/Myo5a/Ngfr/Psen2/Ptgs2/Runx1/Sav1/Shh/Snai1/Tfap2c/Tgfb2/Tnfrsf19/Trps1/Wnt10a/Wnt5a,35
