,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
228,Up in XX,Up in XX,GO:0031589,cell-substrate adhesion,91/3774,368/28891,8.47782669653441e-10,2.38383100664395e-08,1.18008529501622e-08,Abi3bp/Acer2/Actn3/Adam8/Adamts12/Akip1/Angpt2/Ap1ar/Arhgap6/Arpc2/Bcl2/Bcl6/Braf/Cask/Ccdc80/Cd34/Cd36/Cd63/Cdh11/Cdk5/Cib1/Col26a1/Col3a1/Coro1a/Crk/Disc1/Dlc1/Dmtn/Dusp22/Dusp3/Edil3/Efna1/Efna5/Egfl6/Egflam/Emp2/Enpp2/Epha3/Fer/Fermt1/Fermt2/Fermt3/Fzd4/Gcnt2/Gsk3b/Hacd1/Hoxa7/Hoxd3/Hpse/Itga2b/Itga5/Itga8/Itga9/Itgb1bp1/Jak2/Kdr/Lamc1/Lgals1/Lims1/Map4k4/Marcks/Mdk/Mia/Mkln1/Mmp14/Msln/Myoc/Nf1/Npnt/Nrp1/Parva/Parvb/Parvg/Peak1/Plau/Pten/Ptn/Ptprj/Ptprk/Rac3/Rasa1/Rock1/Rras/Rsu1/Sema3e/Sfrp1/Tek/Tesk1/Triobp/Vegfa/Wnt4,91
232,Up in XX,Up in XX,GO:0044782,cilium organization,100/3774,418/28891,8.83434965538156e-10,2.441250674166e-08,1.20851017291177e-08,Ablim1/Ablim3/Actr2/Ak7/Akt1/Alpk1/Arl3/Asap1/Atg3/Atg5/Atp6v1d/B9d1/B9d2/Bbip1/Bbs12/Bbs4/Bbs5/Catip/Cc2d2a/Ccdc103/Ccdc113/Ccdc28b/Ccdc32/Ccdc40/Ccdc42/Cdc14b/Cep126/Cep19/Cep350/Cfap126/Cfap20/Cfap70/Cluap1/Cyld/Disc1/Dnah1/Dnal1/Dusp23/Dync2li1/Dzip1/E2f4/Ehd2/Ehd3/Fam149b/Fam161a/Fuz/Gsk3b/Gsn/Ift20/Ift22/Ift27/Ift46/Ift57/Ift80/Ift81/Iqcb1/Kcnf1/Kcnq1/Kctd17/Kif3a/Kifap3/Lca5l/Nek1/Nme5/Nme7/Ofd1/Parva/Pfn4/Pkd2/Ppp1r35/Ptpdc1/Rab11a/Rab11fip3/Rab17/Rab29/Rab8a/Rfx2/Rilp/Rsph4a/Rsph9/Sdccag8/Spef1/Spef2/Ssna1/Ssx2ip/Syne1/Tbc1d7/Tekt2/Tekt3/Tesk1/Tmem216/Tmem237/Tpgs1/Traf3ip1/Ttc12/Ttll1/Txndc15/Wdr35/Wdr44/Zfp423,100
236,Up in XX,Up in XX,GO:0030278,regulation of ossification,47/3774,144/28891,1.01846305934059e-09,2.74343137539181e-08,1.35810089514015e-08,Actn3/Acvr2b/Adcy10/Atraid/Bcl2/Bmp2/Bmp4/Bmp7/Bmpr1a/Bmpr1b/Bmpr2/Ccr1/Chsy1/Creb3l1/Csf1r/Dhrs3/Dlk1/Fbn2/Fgfr3/Gata1/Gfra4/Ifitm5/Isg15/Lrp4/Ltbp3/Mapk14/Mdk/Mgp/Nell1/Nipbl/Notum/Osr1/Pbx1/Pkdcc/Ptn/Rxra/Scube2/Sfrp1/Sgms2/Smurf1/Sox11/Tmem119/Tmem53/Twist1/Txlng/Wnt4/Zbtb16,47
256,Up in XX,Up in XX,GO:0060560,developmental growth involved in morphogenesis,76/3774,292/28891,1.81564635995845e-09,4.54691750534908e-08,2.25089382207021e-08,Adcy10/Apoe/Bcl11a/Bmp4/Bmpr2/Cdk5/Cdkl3/Cpne5/Csf1r/Cyfip2/Dclk1/Disc1/Dvl1/Edn2/Edn3/Ednra/Efna5/Epha7/Esr1/Ext1/Fgfr2/Flrt3/Golga4/Gsk3b/Hsp90ab1/Impact/Jade2/Kdm1a/Mgll/Myo5b/Nedd4l/Nfix/Nin/Nkd1/Npr2/Nrn1/Nrp1/Olfm1/Omg/Pak1/Picalm/Plxna4/Pten/Rab21/Raph1/Rdh10/Rtn4/Ryk/Sema3a/Sema3e/Sema3f/Sema4b/Sema6a/Sfrp1/Sfrp2/Sirt6/Slc12a2/Slc23a2/Slc9a6/Slit2/Smurf1/Spry2/Ssna1/St8sia2/Syt1/Tbx2/Tmem108/Tnc/Trim28/Trim46/Trpc5/Ttc3/Twf2/Ulk2/Vegfa/Wnt11,76
258,Up in XX,Up in XX,GO:0007129,homologous chromosome pairing at meiosis,26/3774,57/28891,1.89887742348065e-09,4.71848959764902e-08,2.33582840954475e-08,1700028K03Rik/4930447C04Rik/Ago4/Ccnb1ip1/Ccne1/Cpeb1/Dmc1/Hormad1/Mcmdc2/Meiob/Msh4/Msh5/Prdm9/Rec8/Sirt7/Spata22/Spo11/Stag3/Syce1/Syce3/Sycp1/Sycp3/Tex11/Tex12/Tex15/Zcwpw1,26
265,Up in XX,Up in XX,GO:0050890,cognition,90/3774,371/28891,2.90994632183589e-09,7.03987391293957e-08,3.48500026229799e-08,Abi2/Adcy3/Amph/Aph1b/Aph1c/Apoe/Arl6ip5/Atxn1/B3gat1/B4galt2/Braf/Brinp1/C5ar1/Calb1/Camk2n1/Casp1/Casp3/Cbr3/Cck/Cdk5/Chmp2b/Chrna4/Chrna7/Cln3/Clstn2/Cnr1/Crebbp/Ctns/Cx3cr1/Ddhd2/Egfr/Ephb2/Gnas/Gpr155/Grcc10/Ift20/Igf1/Igf2/Itga5/Itga8/Jakmip1/Kalrn/Kcnab1/Kit/Klk8/Kmt2a/Kras/Lhcgr/Lrrn4/Magt1/Map1a/Mdk/Meis2/Mgat3/Mme/Ndufs4/Nf1/Nfix/Nipbl/Nptx2/Nrg1/Nrxn1/Nrxn2/Nrxn3/Ntan1/Oprk1/Oprl1/Paip2/Pak1/Pde4d/Pde5a/Pde8b/Pias1/Picalm/Pja2/Prkar1b/Psen2/Ptchd1/Pten/Ptgs1/Ptn/Rapgef3/Rcan2/Slc6a4/Sobp/Sorcs3/Tifab/Trem2/Ube3a/Zzef1,90
270,Up in XX,Up in XX,GO:0002274,myeloid leukocyte activation,73/3774,280/28891,3.47507563599532e-09,8.22092616323468e-08,4.06966519422252e-08,Adam10/Adgrf5/Aif1/Anxa1/Btk/C1qa/C5ar1/Casp1/Cd1d1/Cd200/Cd300a/Cd48/Cd84/Cftr/Cnr1/Cplx2/Csf1r/Ctsc/Cx3cr1/Dock2/Edn2/F2rl1/Fcer1g/Fcgr3/Fer/Flt3l/Foxp1/Gata1/Ifi35/Il13ra2/Il15/Il16/Il18/Il33/Irgm1/Jak2/Kcnj8/Kit/Kmt2e/Lcp2/Lgals9/Lilrb4a/Lrfn5/Mfhas1/Myd88/Myo1f/Ndrg1/Nr1h3/Pi4k2a/Pja2/Pld2/Plscr2/Pparg/Prkcd/Pycard/Rasgrp1/Slc7a2/Snca/Spi1/Stk39/Stx11/Stxbp1/Tex101/Tlr4/Tlr6/Tnfsf9/Tnip2/Traf3ip2/Trem2/Trex1/Tspan32/Tyrobp/Vamp8,73
272,Up in XX,Up in XX,GO:0009615,response to virus,93/3774,389/28891,3.50916781881893e-09,8.27105694354712e-08,4.09448180098261e-08,Atf2/Atg5/Bcl2/Becn1/Bnip3l/Bst2/Card9/Casp1/Cd86/Chuk/Crcp/Crebbp/D1Pas1/Ddx41/Ddx60/Dhx36/Dus2/Eif2ak2/Ext1/F2rl1/Fgl2/Fmr1/Gbp2b/Gbp3/Gbp7/Gramd4/Hcfc2/Hyal1/Hyal3/Ifi27l2a/Ifih1/Ifit1/Ifit2/Ifit3/Ifit3b/Ifitm1/Ifitm2/Ifitm3/Ifnar1/Igtp/Il15/Il23a/Il33/Irf5/Irf7/Irgm1/Irgm2/Isg15/Isg20/Kcnj8/Lgals8/Lgals9/Lyst/Mapk14/Mavs/Myd88/Nck1/Nfkb1/Nmb/Oas1a/Oas2/Oasl2/Oprk1/Parp9/Plscr2/Ptprc/Pycard/Rnasel/Rnf135/Rtp4/Samhd1/Senp7/Sertad3/Sirt2/Spon2/Stat1/Tgtp1/Tlr13/Traf3ip1/Traf3ip2/Trem2/Trex1/Trim21/Trim28/Trim30a/Trim7/Tspan32/Tspan6/Ube2w/Uri1/Usp29/Vamp8/Vwce,93
275,Up in XX,Up in XX,GO:0046034,ATP metabolic process,44/3774,135/28891,3.60512888189523e-09,8.40453864066557e-08,4.16056022159392e-08,Adcy10/Ak4/Atp1b1/Atp6v1b2/Bad/Cfh/Clpx/Ctns/Fis1/Hnf1a/Myh6/Myh7/Myh8/Ndufa1/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb6/Ndufb8/Ndufb9/Ndufc1/Ndufs2/Ndufs3/Ndufs4/Ndufs7/Ndufs8/Ndufv2/Ndufv3/Ppara/Sdhb/Slc25a12/Stat3/Trem2/Tspo/Uqcc3,44
287,Up in XX,Up in XX,GO:0055074,calcium ion homeostasis,86/3774,353/28891,5.2169702895316e-09,1.16536573261976e-07,5.76899520371824e-08,1600014C10Rik/Anxa6/Apoe/Atg5/Atp13a3/Atp1b1/Atp2b3/Bcap31/Bcl2/Cacnb4/Calb1/Calm1/Calm2/Capn3/Cav1/Cav2/Ccl2/Ccr1/Cdk5/Cib2/Cln3/Clstn1/Cnr1/Coro1a/Cul5/Cyba/Disc1/Dmpk/Edn2/Edn3/Ednra/Fam20a/Fgfr1/Fgfr3/Fis1/Fkbp1b/Fxyd1/Gper1/Herpud1/Inpp4b/Itpr2/Kctd17/Kdr/Kel/Lck/Lhcgr/Mcu/Micu1/Micu3/Myo5a/Ncs1/Nucb2/Pde4d/Pkd2/Plcb4/Plch1/Prkcb/Prkd1/Psen2/Pth1r/Ptprc/Pygm/Ryr2/Slc24a3/Slc25a23/Slc35g1/Smdt1/Snca/Sri/Stc1/Stim2/Sv2b/Tex101/Tgfb2/Tgm2/Tmem165/Tmem178/Tmem203/Tmem38a/Tmem38b/Trim24/Trpc5/Trpc6/Trpc7/Vps54/Znhit1,86
289,Up in XX,Up in XX,GO:0042886,amide transport,100/3774,432/28891,5.64497264515752e-09,1.25224635391366e-07,6.19908669646691e-08,Abcb1a/Acvr1c/Acvr2b/Ano1/Anxa1/Apln/Aqp1/Arl6ip1/Arl6ip5/Bad/Cacna1d/Camk2n1/Car2/Cask/Cck/Cdh17/Cftr/Clcf1/Cnr1/Cpe/Cyb5r4/Doc2b/Dpysl2/Dtnbp1/Edn3/Efna5/Egfr/F2rl1/Fkbp1b/Gck/Gltp/Glul/Gna11/Gnao1/Gnaq/Gnas/Gnaz/Gper1/Hfe/Hmgn3/Hnf1a/Irs1/Isl1/Jak2/Kalrn/Kcnj8/Kcnq1/Klf7/Madd/Map4k4/Mcu/Mpc2/Myo5a/Ncoa6/Nf1/Nlgn2/Nr3c1/Nucb2/Pak1/Park7/Pax8/Pde3b/Pde8b/Pfkl/Pfkm/Pparg/Ppp3ca/Prkaca/Prkcb/Prkd1/Ptger3/Ptpmt1/Rab11fip2/Rab8b/Rasl10b/Rph3al/Sfrp1/Sirt1/Sirt3/Sirt4/Sirt6/Slc14a1/Slc15a1/Slc16a10/Slc1a3/Slc25a12/Slc25a32/Snca/Sri/Stxbp1/Stxbp3/Stxbp4/Sybu/Tap1/Tcf7l2/Tfr2/Ube2q1/Uqcc2/Vps54/Vsnl1,100
298,Up in XX,Up in XX,GO:0032102,negative regulation of response to external stimulus,109/3774,485/28891,6.72776588914743e-09,1.4452412285261e-07,7.15448333703779e-08,Acp5/Adamts18/Adtrp/Aif1/Akt1/Angpt2/Anxa2/Aph1b/Aph1c/Apoe/Arg1/Arrb2/Atg5/Bbs4/C1qtnf1/Cacnb3/Cask/Cck/Ccr1/Cd200/Cd200r1/Cd44/Ceacam1/Chrna7/Crk/Cx3cr1/Cyld/Dusp3/Dvl1/Epha4/Ets1/F2rl1/Fabp7/Fcgr2b/Fgl2/Fndc4/Gata3/Gigyf2/Gper1/Gramd4/Grin3a/Gstp1/H2-T22/Hgf/Igf1/Igf2/Igtp/Il33/Inpp5f/Irgm1/Irgm2/Isg15/Isl1/Krt1/Lgals9/Lrfn5/Lrig2/Mdk/Mfhas1/Mmp28/Nfkb1/Nr1h3/Nrp1/Nrxn1/Nucb2/Oas1a/Pdgfra/Pglyrp1/Plat/Plau/Ppara/Pparg/Prkcd/Pros1/Pten/Ptgis/Ptpn2/Robo2/Ryk/Samhd1/Sema3a/Sema3e/Sema3f/Sema4b/Sema6a/Serpinb9/Serping1/Sirt2/Slc12a2/Slc39a8/Slit2/Smpdl3b/Socs5/Stat3/Susd4/Tap1/Tfpi/Tnfaip8l2/Traf3ip1/Trem2/Trex1/Trim21/Trim30a/Tspan6/Usp15/Wfdc1/Wnt4/Ythdf2/Zdhhc18,109
309,Up in XX,Up in XX,GO:0099111,microtubule-based transport,61/3774,222/28891,7.89459177608887e-09,1.6379361772332e-07,8.10839523246736e-08,Adcy10/Agtpbp1/Ak7/Ank3/Arl3/Bbs12/Caly/Ccdc103/Ccdc40/Cfap45/Cln3/Cluap1/Dnah1/Dpcd/Dtnbp1/Dync1i1/Dync1i2/Dync2li1/Fez1/Fmr1/Fuz/Fyco1/Hsbp1/Ift20/Ift22/Ift27/Ift46/Ift57/Ift80/Ift81/Kif13a/Kif1a/Kif1b/Kif3a/Klc1/Lca5l/Madd/Map1a/Myo5a/Nme5/Nme7/Ofd1/Rab21/Rab27b/Rasgrp1/Rhot1/Rsph4a/Snapin/Spast/Spef2/Ssna1/Ssx2ip/Stau2/Sybu/Terf2/Tmem108/Traf3ip1/Trim46/Ttll1/Ubb/Wdr35,61
324,Up in XX,Up in XX,GO:1902074,response to salt,83/3774,343/28891,1.3308578410669e-08,2.63337333922219e-07,1.30361806069419e-07,Adgrl3/Akr1c14/Akr1c18/Alox5ap/Aqp2/Braf/Cacng4/Calm1/Calm2/Capn3/Carf/Casp1/Cav1/Cd36/Cdk5/Cdkn1b/Chrm4/Chrna4/Chrna7/Cib2/Cnr1/Cpne2/Cpne3/Cpne4/Cpne5/Cpne8/Crebbp/Crls1/Dmtn/Ednra/Ednrb/Egfr/Fas/Fgfr1/Fgfr3/Gna11/Gnai2/Gnaq/Hpca/Impa2/Itpkc/Kcnj8/Kcnma1/Krt10/Ly6e/Ly6g6d/Ly6g6e/Ly6h/Lypd1/Mt1/Nek7/Nfat5/Nfatc3/Npr2/Nrxn1/Oprk1/P2rx6/P2ry12/Pik3ca/Pkd2/Pklr/Pparg/Ppp3ca/Prkcb/Rasa4/Rock2/Ryr2/S100a16/Slc12a2/Slc1a3/Slc25a12/Slc25a23/Snca/Sorbs2/Stk39/Syt1/Syt13/Tgm2/Tspo/Ufl1/Vps54/Xlr4a/Xlr4b,83
326,Up in XX,Up in XX,GO:0099560,synaptic membrane adhesion,19/3774,36/28891,1.41633925058146e-08,2.78532237284592e-07,1.37883850193836e-07,Cdh6/Cdh9/Efna5/Epha3/Flrt3/Il1rap/Lrfn3/Lrfn5/Lrrc4/Lrrc4b/Lrrc4c/Magi2/Mapk14/Nrg1/Nrxn1/Ntng1/Ptprd/Slitrk1/Sparcl1,19
338,Up in XX,Up in XX,GO:0051235,maintenance of location,88/3774,373/28891,1.77799820703525e-08,3.37241020866952e-07,1.66946888639404e-07,Acvr1c/Adcy6/Akap9/Akt1/Alkbh7/Ank3/Anxa6/Apoc4/Apoe/Arl2/Arl2bp/Atg5/Bbs4/Bdh2/Calm1/Calm2/Capn3/Cav1/Cd36/Cdk5/Ces1g/Cideb/Coro1a/Cyba/Dzip1/Ednra/Fbn2/Fkbp1b/Gper1/Grik5/Gsn/Hilpda/Igsf11/Itpr2/Kdelr3/Lats1/Lck/Lgals9/Lhcgr/Ltbp1/Mest/Mprip/Msr1/Myo5a/Npc1/Nr1h3/Nrg1/Nrip1/Nrros/Osbpl8/Park7/Pde4d/Pfn4/Pkd2/Plcb4/Plch1/Plin2/Plin5/Ppara/Pparg/Prkd1/Psmd10/Ptpn2/Ptprc/Ryr2/Sirt1/Slc25a23/Smim22/Snca/Soat1/Sri/Syne1/Taf3/Taf8/Tgfb2/Tmem135/Tmem38a/Tmem38b/Tmsb10/Tmsb15b1/Tmsb15l/Tmsb4x/Trem2/Tspo/Twf1/Twf2/Vps13d/Zfyve1,88
350,Up in XX,Up in XX,GO:0019216,regulation of lipid metabolic process,92/3774,398/28891,2.42832768894172e-08,4.43561264702434e-07,2.19579376413539e-07,Acadvl/Acsl5/Adgrf5/Akr1c14/Akr1c18/Akt1/Angptl4/Anxa1/Apoc1/Apoe/Asxl3/Bbs4/Bmp2/Bmp5/C1qtnf2/Capn2/Cav1/Ceacam1/Ces1g/Cga/Cideb/Cnr1/Ctdnep1/Daglb/Dcaf5/Dgkz/Dkk3/Dnajc15/Dnajc19/Ephx2/Erlin1/Esr1/Fgfr3/Fmo1/Golm1/Gper1/H6pd/Hpgd/Hsd17b13/Idh1/Igf1/Igf2/Irs1/Isx/Kcnma1/Kit/Lactb/Lhcgr/Lpcat1/Lpgat1/Mapk9/Ncor1/Nfkb1/Nr0b1/Nr1h3/Nr3c1/Nucb2/Pank2/Pde3b/Pde8b/Pdgfra/Pdk2/Pik3cg/Plin5/Ppara/Pparg/Ppp2r5a/Prkag2/Prkcd/Rab38/Rarres2/Rdh1/Rdh10/Rdh9/Scp2/Sirt1/Sirt2/Sirt3/Sirt4/Sirt6/Snai2/Snca/Tbl1xr1/Tcf7l2/Tek/Thrsp/Trem2/Trex1/Tspo/Twist1/Wnt4/Zfp69,92
352,Up in XX,Up in XX,GO:0051348,negative regulation of transferase activity,67/3774,260/28891,2.46102768865829e-08,4.48228650908759e-07,2.21889906737582e-07,Actb/Aida/Akt1/Apoe/Bmp2/Camk2n1/Casp3/Cav1/Cd300a/Cdkn1a/Cdkn1b/Cdkn1c/Ceacam1/Csk/Deptor/Dnaja1/Dtnbp1/Dusp19/Dusp22/Dusp3/Ephb2/Ggnbp2/Gnaq/Gprc5a/Gsk3b/Gskip/Gstp1/Heg1/Hexim1/Hexim2/Inca1/Inpp5k/Itgb1bp1/Lats1/Lilrb4a/Nf1/Nr2f2/Park7/Parp3/Phpt1/Pkig/Pparg/Ppm1e/Ppp2r5a/Prdx3/Prkag2/Prkar1b/Prkar2a/Prkcd/Psen2/Pten/Ptpn2/Ptprc/Ptprj/Ptpro/Pycard/Rgs2/Setd7/Sfrp1/Sfrp2/Shb/Sirt1/Socs5/Spry2/Taf7/Tesk1/Vps25,67
355,Up in XX,Up in XX,GO:0010038,response to metal ion,78/3774,320/28891,2.57202811209014e-08,4.64486541594646e-07,2.29938169249868e-07,Akr1c14/Akr1c18/Akt1/Alox5ap/Ank3/Aqp1/Aqp2/Bcl2/Braf/Calm1/Calm2/Capn3/Carf/Casp6/Cav1/Cdkn1b/Chuk/Cpa1/Cpne2/Cpne3/Cpne4/Cpne5/Cpne8/Cybrd1/Dmtn/Egfr/Fas/Fibin/Ggh/Gphn/Gsk3b/Gsn/Haao/Hfe/Hpca/Hvcn1/Impa2/Itpkc/Kcnip3/Kcnma1/Khk/Krt10/Lck/Mapk9/Mt1/Mt2/Nek7/Nfatc3/Nfe2l2/Npc1/Nrxn1/Pam/Park7/Pkd2/Plscr2/Pparg/Ppp1ca/Ppp2cb/Ppp3ca/Rasa4/Ryr2/S100a16/Slc12a2/Slc25a12/Slc25a23/Slc30a4/Slc39a8/Slc40a1/Snca/Sod3/Stk39/Sumo1/Syt1/Syt13/Tat/Tfr2/Tfrc/Vps54,78
370,Up in XX,Up in XX,GO:0062012,regulation of small molecule metabolic process,90/3774,389/28891,3.28125643105966e-08,5.68544188635769e-07,2.81450587187621e-07,Acadm/Acadvl/Acsl5/Actn3/Adcy10/Akr1c14/Akr1c18/Akt1/Anxa1/Apoc1/Apoe/Arl2/Bad/Bmp2/Bmp5/C1qtnf1/C1qtnf2/Cav1/Ceacam1/Ces1g/Clk2/Cln3/Clybl/Cnr1/Dcaf5/Dkk3/Ephx2/Erlin1/Fis1/Fmo1/Gck/Gper1/Guca1a/Guca1b/H6pd/Hnf1a/Hpca/Igf1/Igf2/Igfbp4/Irs1/Isx/Kcnma1/Kit/Lhcgr/Lpgat1/Mapk9/Me2/Ncor1/Nfkb1/Nos3/Nr1h3/Nr3c1/Nucb2/Nupr1/Pank2/Park7/Pdk2/Plek/Plin5/Ppara/Pparg/Ppp1r3g/Pptc7/Prkaca/Prkag2/Pth1r/Ptpn2/Rdh1/Rdh10/Rdh9/Scp2/Sirt1/Sirt2/Sirt4/Sirt5/Sirt6/Sirt7/Slc25a12/Slc4a4/Snai2/Snca/Stat3/Tcf7l2/Trem2/Trex1/Tspo/Twist1/Wnt4/Zfp692,90
381,Up in XX,Up in XX,GO:0051341,regulation of oxidoreductase activity,33/3774,94/28891,4.16038198379163e-08,7.00057976327772e-07,3.46554819205187e-07,Agtr2/Akt1/Apoe/Cav1/Ccs/Cnr1/Cyba/Edn2/Edn3/Egfr/Eng/Esr1/Fdx1/Gch1/Gla/Gnai2/Gsk3b/Gstp1/Kras/Lgals9/Myo5a/Ndufa4/Nfkb1/Nosip/Park7/Prdx5/S100a1/Sdhaf4/Sirt3/Sirt4/Sirt5/Snca/Terf2,33
385,Up in XX,Up in XX,GO:1904950,negative regulation of establishment of protein localization,46/3774,155/28891,4.26950373322561e-08,7.10955543732711e-07,3.51949521686267e-07,4930550C14Rik/Acvr1c/Adtrp/Anxa1/Apoe/Bag3/Cd200/Cd36/Cdk5/Csk/Derl2/Dmtn/Dnaja1/Ei24/F2rl1/Fermt1/Fkbp1b/Gnao1/Gnaz/Inpp5k/Irs1/Itgb1bp1/Kcnq1/Klf7/Madd/Map4k4/Mdfic/Ndfip2/Nf1/Nr1h3/Park7/Pde3b/Pde8b/Pfkl/Pkdcc/Pkig/Ppp3ca/Ptger3/Ptpmt1/Rab11fip3/Sfrp1/Sirt4/Sirt6/Snx3/Sumo1/Vsnl1,46
395,Up in XX,Up in XX,GO:0035296,regulation of tube diameter,52/3774,186/28891,5.23626544192861e-08,8.43679832956232e-07,4.1765299712879e-07,Adcy6/Add3/Adm/Adra2b/Agtr1a/Agtr2/Akt1/Apln/Apoe/Arhgap42/Asic2/Atg5/Bmpr2/Cav1/Cftr/Cysltr1/Dock4/Ece1/Edn2/Edn3/Ednra/Ednrb/Egfr/Ext1/F2rl1/Gch1/Gclm/Gper1/Itgb1bp1/Kcna5/Kcnj8/Kcnma1/Kdr/Mgll/Nos3/Pde5a/Ptger3/Ptgs1/Rgs2/Rock1/Rock2/Scpep1/Sirt1/Slc6a4/Smtnl1/Snta1/Sod2/Sod3/Tbxas1/Tgfbr3/Vegfa/Wdr35,52
402,Up in XX,Up in XX,GO:0042113,B cell activation,77/3774,320/28891,5.63210656354489e-08,8.9819490494742e-07,4.44639991858807e-07,6030468B19Rik/Atp11c/Bad/Bank1/Bcl11a/Bcl2/Bcl6/Btk/Casp3/Cd300a/Cd79b/Cd86/Cdh17/Cdkn1a/Chrna4/Chrna7/Clcf1/Cyld/Dll1/Dnajb9/Dock11/Ephb2/Fas/Fcgr2b/Fnip1/Foxp1/Hdac7/Hdac9/Icosl/Igbp1/Ikzf1/Il27ra/Il2rg/Irf2bp2/Irf8/Itm2a/Kit/Laptm5/Lef1/Lgals1/Lgals8/Lilrb4a/Lyl1/Mfng/Mmp14/Nckap1l/Nfam1/Parp3/Phf14/Prkcb/Prkcd/Prlr/Pten/Ptpn2/Ptprc/Ptprj/Rasgrp1/Rc3h1/Rnf8/Samsn1/Sash3/Sfrp1/Shb/Spi1/St3gal1/Tbc1d10c/Tfrc/Tlr4/Tnfsf13/Tnip2/Top2b/Traf3ip2/Tshr/Tyrobp/Vav3/Yy1/Zfp36l1,77
404,Up in XX,Up in XX,GO:0031503,protein-containing complex localization,63/3774,244/28891,5.86417928618146e-08,9.30490635756439e-07,4.60627583644175e-07,Adam10/Adam22/Akap9/Ap2s1/Arhgap44/Arl3/Bbs12/Cacng3/Cacng4/Cacng5/Caly/Cep112/Clstn1/Cluap1/Dlg3/Dync2li1/Dzip1/Efnb2/Exoc3l4/Fcgr2b/Fuz/Gphn/Grip1/Gsk3b/Hpca/Hras/Ift20/Ift22/Ift27/Ift46/Ift57/Ift80/Ift81/Iqsec1/Kalrn/Lca5l/Lgi1/Magi2/Myo5b/Nacc2/Nme7/Nptx2/Nrg1/Nrxn1/Nrxn3/Nsg1/Rab11a/Rab8a/Rala/Rap1a/Rasl2-9/Sacm1l/Sh3glb2/Shisa6/Sirt2/Snapin/Ssna1/Ssx2ip/Stau2/Terf2/Traf3ip1/Tyrobp/Wdr35,63
414,Up in XX,Up in XX,GO:0035456,response to interferon-beta,28/3774,74/28891,6.94742280987172e-08,1.07584366265912e-06,5.32582755447832e-07,Bst2/Calm1/Ddx41/Gbp2/Gbp2b/Gbp3/Gbp6/Gbp7/Ifi47/Ifit1/Ifit3/Ifitm1/Ifitm2/Ifitm3/Ifnar1/Igtp/Iigp1/Irgm1/Irgm2/Mavs/Ndufa13/Oas1a/Plscr2/Stat1/Tgtp1/Trex1/Ube2k/Xaf1,28
421,Up in XX,Up in XX,GO:0051648,vesicle localization,57/3774,214/28891,7.81385901421212e-08,1.18989667791244e-06,5.89043253602939e-07,5730455P16Rik/Ap1ar/Arfgap3/Atp9a/Cdk5/Cep19/Chmp2a/Cln3/Ctbp1/Dnm1/Dpysl2/Dtnbp1/Dync1i1/Exoc8/Fgfr2/Fyco1/Kif13a/Kif1a/Kif1b/Madd/Magi2/Myo1a/Myo1b/Myo1e/Myo1f/Myo5a/Myo5b/Nlgn2/Nrxn1/Picalm/Pik3cg/Ppfia2/Pten/Rab11a/Rab17/Rab7/Rasgrp1/Sdc1/Snapin/Snca/Snf8/Sybu/Syn2/Tanc2/Tcf7l2/Tesk1/Tpgs1/Trappc1/Trappc10/Trappc2/Trappc4/Trappc6a/Trappc6b/Trappc8/Trim46/Uso1/Wipi1,57
431,Up in XX,Up in XX,GO:0048771,tissue remodeling,57/3774,215/28891,9.29307025089958e-08,1.38231724776142e-06,6.8429861537336e-07,Abi3bp/Acp5/Acvr2b/Adam8/Angpt2/Atg5/Bmpr2/Car2/Cav1/Ceacam1/Cela1/Csf1r/Csk/Cthrc1/Ctss/Dlk1/Ednra/Egfr/Eln/Ext1/Fgfr3/Gpr55/Gsk3b/Hand2/Hnf1a/Igf1/Igfbp5/Il18/Il23a/Inpp4b/Lgr4/Ltbp3/Mdk/Mmp14/Nf1/Nfatc3/Nfkb1/Nos3/Nox4/Npr2/Pbrm1/Pparg/Ppp3ca/Pth1r/Ptn/Rab7/Rassf2/Rock1/Rock2/Rspo3/Sfrp1/Tfrc/Tgfb2/Tgfbr3/Tgm2/Tmem119/Vegfa,57
442,Up in XX,Up in XX,GO:0030048,actin filament-based movement,40/3774,130/28891,1.07877113516449e-07,1.56470627772388e-06,7.74587990597985e-07,Adcy10/Akap9/Cacna1d/Cacnb2/Cav1/Dsc2/Emp2/Frmd6/Fxyd1/Gsn/Kcna5/Kcne4/Kcnj8/Kcnn2/Kcnq1/Myh6/Myh7/Myh8/Myl6/Myo1a/Myo1b/Myo1e/Myo1f/Myo5a/Myo5b/Nedd4l/Pard3/Parva/Pde4b/Pde4d/Pik3ca/Ptger3/Rock1/Ryr2/Scn2b/Snta1/Sri/Stc1/Sumo1/Wipf1,40
450,Up in XX,Up in XX,GO:1990542,mitochondrial transmembrane transport,24/3774,59/28891,1.19102838150071e-07,1.69681843417802e-06,8.39988437479451e-07,Akt1/Dnajc15/Dnajc19/Dnlz/Mcu/Micu1/Micu3/Pam16/Psen2/Romo1/Sfxn1/Sfxn4/Sfxn5/Slc1a3/Slc25a12/Slc25a23/Slc25a32/Slc25a37/Slc25a38/Smdt1/Timm21/Timm23/Tst/Ucp1,24
