,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
22,Up in XX,Up in XX,GO:0001503,ossification,124/3317,484/28891,2.81684451499622e-18,8.06513799998236e-16,4.05544743809743e-16,A430033K04Rik/Actn3/Adamts12/Adamts7/Adar/Adcy10/Akt1/Asf1a/Axin2/Bcl2/Bmp1/Bmp2/Bmp4/Bmp5/Bmpr1b/Cbs/Ccr1/Cebpb/Chsy1/Clec11a/Clec5a/Clic1/Col13a1/Col1a1/Col1a2/Creb3l1/Csf1r/Csgalnact1/Cthrc1/Ctnnbip1/Dchs1/Ddr2/Dhrs3/Dkk1/Ext1/Fam20c/Fat4/Fgfr1/Fgfr2/Fgfr3/Fstl3/Fzd1/Gata1/Gdf10/Gdpd2/Gfra4/Gli2/Gli3/Gnas/Gpc3/Hand2/Hdac7/Hdac8/Hey1/Hoxa2/Id1/Id3/Ifi204/Ifitm1/Ifitm5/Ift80/Igf1/Igf2/Igfbp3/Igfbp5/Igsf10/Il6st/Isg15/Jund/Klf10/Lgr4/Lrp3/Lrrc17/Ltbp3/Mapk14/Mgp/Mmp14/Mmp16/Mn1/Msx2/Mtss1/Myoc/Nab1/Notum/Npnt/Npr2/Osr1/Pbx1/Pdlim7/Pkdcc/Ppargc1b/Prkaca/Prkd1/Pth1r/Ptn/Rassf2/Runx1/Rxra/Sfrp1/Sfrp2/Sgms2/Sh3pxd2b/Slc24a3/Smad3/Smad6/Smo/Snai2/Sp3/Stc1/Tcf7l2/Tcirg1/Tgfbr3/Thbs3/Tmem119/Tmem53/Tob2/Twist2/Vegfa/Wnt11/Wnt4/Wnt5a/Wwtr1/Zbtb16/Zfp932,124
25,Up in XX,Up in XX,GO:0050803,regulation of synapse structure or activity,93/3317,317/28891,4.34424207209569e-18,1.09457523248523e-15,5.50392606102566e-16,Abi2/Abi3bp/Adgrb2/Adgre5/Adgrl3/Akt1/Amigo2/Apoe/Arhgap22/Asap1/Asic2/Camk1/Cdk5/Cdk5r1/Cln3/Clstn1/Clstn3/Cntnap1/Colq/Dbn1/Dkk1/Dlg4/Dlg5/Dmpk/Dtnbp1/Efna1/Efna5/Efnb3/Epha4/Epha7/Ephb1/Ephb2/Fcgr2b/Flrt2/Flrt3/Fzd1/Gpm6a/Igsf9/Itsn1/Kalrn/Kif1a/Klk8/Lrfn3/Lrfn5/Lrrn1/Lrrn3/Lrrtm4/Lzts1/Magi2/Mapk14/Marcks/Mfn1/Mycbp2/Myh10/Myo5b/Neurl1a/Nfatc4/Nlgn2/Nrcam/Numb/Numbl/Pafah1b1/Pik3r1/Ppfia2/Prkca/Psen2/Ptn/Ptpn13/Ptpro/Ptprs/Rab17/Rhob/Rock2/Rps6ka5/Sema3f/Slc7a11/Slit2/Slitrk1/Snca/Sparcl1/Srpx2/Sybu/Syndig1/Tanc2/Thbs2/Tlr2/Tpbg/Trem2/Ube3a/Vstm5/Wnt5a/Zdhhc15/Zmynd8,93
28,Up in XX,Up in XX,GO:0010959,regulation of metal ion transport,119/3317,461/28891,7.2689455242231e-18,1.6352531377529e-15,8.22265303849146e-16,Adora2a/Agtr1a/Ahnak/Akap7/Akap9/Akt1/Ank2/Aqp2/Arrb2/Bak1/Bcl2/Best1/Bmp4/Cacna1d/Cacna1g/Cacna2d1/Cacnb1/Cacnb2/Cacnb3/Capn3/Cav1/Ccr1/Cd84/Cdk5/Cntn1/Coro1a/Dlg1/Dmpk/Dpp10/Dpp6/Edn3/Ednra/Ehd3/Fgf11/Fgf14/Fkbp1b/Fxyd1/Fxyd2/Fxyd5/Gck/Gjc2/Gnai2/Gnas/Gnb2/Gper1/Grip1/Hes1/Homer3/Hsd3b6/Igf1/Il16/Inpp5k/Itpr1/Kcna5/Kcnab1/Kcnab2/Kcnab3/Kcne4/Kcng1/Kcnh2/Kcnip1/Kcnip2/Kcnip3/Kcnip4/Kcnn2/Kcnq1/Kcns1/Kel/Lcn2/Lhcgr/Mllt6/Myo5a/Nkain1/Nkain4/Nos3/Oprd1/Oprk1/Oprl1/Osr1/P2ry12/Pacsin3/Pcsk9/Pdgfrb/Pik3cg/Plcb4/Plcg2/Prkd1/Prss8/Psen2/Ptger3/Rangrf/Rapgef3/Rem1/Rgs4/Rgs9/Rrad/Ryr2/S100a1/Scn2b/Sestd1/Smim6/Snca/Snta1/Snx27/Sri/Stac2/Stc1/Stim2/Stom/Stoml1/Tescl/Tgfb2/Tmc1/Tmem38a/Trem2/Trpc6/Tspan18/Tspo/Wfs1,119
32,Up in XX,Up in XX,GO:0003012,muscle system process,115/3317,446/28891,2.85212510853567e-17,5.61423001833318e-15,2.823040938021e-15,Acta2/Actn3/Adcy10/Adk/Aif1/Akap1/Akap9/Ank2/Anxa6/Apbb1/Arhgap42/Bmp2/Bmp4/Cacna1d/Cacna1g/Cacna2d1/Cacnb1/Cacnb2/Calcrl/Cald1/Camk2g/Camta2/Cav1/Ctdp1/Dbn1/Dlg1/Dmpk/Dock4/Dsc2/Ece1/Edn2/Edn3/Ednra/Ehd3/Fkbp1b/Foxp1/Fxyd1/Gata5/Gata6/Glra1/Gper1/Gsn/Gtf2ird1/Hand2/Igf1/Igfbp5/Inpp5f/Jarid2/Kcna5/Kcnd2/Kcne4/Kcnh2/Kcnip2/Kcnn2/Kcnq1/Kit/Lck/Lmcd1/Map2k3/Map2k4/Meis1/Mybpc1/Myh11/Myh13/Myh7/Myh8/Myl1/Myl4/Myl6b/Myoc/Myocd/Ncf1/Nos3/Npnt/Nr3c1/Pak1/Ppara/Prkca/Prkd1/Psen2/Ptger3/Ptgs1/Rangrf/Rcsd1/Rem1/Rgs2/Rgs4/Rock2/Ryr2/Scn2b/Shc1/Smad3/Snta1/Sorbs2/Sri/Srl/Stac2/Stc1/Sulf1/Sulf2/Tbx2/Tbx20/Tbx3/Tifab/Tmem38a/Tmod4/Tnni1/Tnnt1/Tomm70a/Tpcn2/Tpm2/Trim63/Trpv4/Tshz3/Vegfb,115
40,Up in XX,Up in XX,GO:0006979,response to oxidative stress,102/3317,389/28891,5.34248515292529e-16,8.4130784945691e-14,4.23040469082953e-14,Aif1/Aifm2/Akt1/Anxa1/Apoe/Atp13a2/Bcl2/Bmp4/Camk2g/Capn1/Car3/Casp3/Casp6/Cd36/Chuk/Cryge/Cygb/Cyp11a1/Cyp1b1/Dapk1/Ddr2/Dgkk/Ednra/Egfr/Endog/Epx/Ermp1/Etfdh/Fer/Foxp1/Fut8/Gch1/Gclm/Ggt7/Hdac2/Hgf/Hk3/Hmox2/Hnf1a/Hyal1/Idh1/Jak2/Jun/Lck/Lcn2/Map2k4/Mapk7/Mapkap1/Mctp1/Mgat3/Msra/Msrb3/Naprt/Ngfr/Nme5/Nos3/Nqo1/Pcgf2/Pdgfra/Pdgfrb/Pdk2/Pla2r1/Pld2/Plk3/Pnkp/Ppargc1b/Prdx5/Prkca/Prkcd/Prkd1/Prr5l/Ptgs1/Ptprk/Pycr1/Rbpms/Rhob/Ripk1/Ripk3/Scly/Sesn1/Sesn3/Sirt2/Slc25a24/Slc4a1/Slc7a11/Snca/Srxn1/Stk24/Stk26/Stox1/Stx2/Tat/Tlr4/Trex1/Trp53inp1/Trpc6/Txndc2/Txnip/Txnrd1/Ucp1/Xpa/Zfp277,102
43,Up in XX,Up in XX,GO:0042692,muscle cell differentiation,115/3317,468/28891,1.25048444740354e-15,1.83181431027789e-13,9.21103476679867e-14,AW551984/Actn1/Actn3/Adm/Akt1/Alpk3/Ank2/Arrb2/Asf1a/Atp11a/Bcl2/Bhlhe41/Bmp2/Bmp4/Camk1/Capn2/Capn3/Cav2/Cd53/Cdon/Cfh/Chuk/Cntnap1/Csf1r/Ctdp1/Cth/Dkk1/Dmpk/Dock2/Dpf3/Ednra/Ehd2/Eng/Ereg/Fgf10/Fgfr2/Flnc/Flt3l/Foxp1/Gata6/Gper1/Hand2/Hdac2/Hdac9/Hes1/Hey1/Hnrnpu/Hopx/Igf1/Igf2/Igfbp5/Irx3/Kel/Kit/Krt19/Lama1/Lama2/Lamc1/Lrrc27/Map2k4/Mapk14/Meis1/Mmp14/Msx1/Myh10/Myh11/Myh7/Myl9/Myocd/Neo1/Nfatc4/Nox4/Npnt/Nr3c1/Nrap/Ntn3/Pak1/Pdcd4/Pdgfra/Pdgfrb/Pgm5/Plekho1/Pmp22/Ppara/Prdm6/Prkd1/Ptgfrn/Ramp2/Rarb/Rbm24/Rgs2/Rgs4/Rxra/Smad6/Smarcd3/Smo/Smyd1/Sorbs2/Speg/Syne1/Tbx2/Tbx3/Tcf23/Tmem119/Tmem204/Tmod4/Tmsb4x/Tnnt1/Tomm70a/Tshz3/Uchl1/Vegfa/Wdr1/Wnt4/Ybx1,115
48,Up in XX,Up in XX,GO:0022604,regulation of cell morphogenesis,80/3317,277/28891,2.44308118345336e-15,3.20603507803599e-13,1.61211212302877e-13,Ago4/Anxa1/Arap1/Ccl3/Cd44/Cdc42ep2/Cdc42ep3/Cdc42ep5/Coro1a/Coro1b/Cpne5/Csf1r/Cux1/Dbn1/Dlc1/Dlg1/Dlg4/Dmtn/Efna5/Enpp2/Epha4/Ephb2/F11r/Fam171a1/Fblim1/Fbxo31/Fes/Fgd1/Fitm2/Fmnl2/Fmnl3/Fn1/Fzd4/Gas2/Grip1/Hexb/Hpn/Itga7/Kalrn/Kdr/Kif3a/Kit/Lst1/Marcks/Mfn1/Myh10/Myo5b/Ntng1/Numb/Numbl/Pafah1b1/Palm/Palm3/Palmd/Parva/Parvb/Plekho1/Plxna2/Plxna3/Plxna4/Plxnd1/Ptn/Rac3/Rhoj/Rhou/S100a13/Sema3e/Sh3kbp1/Shroom3/Slc23a2/Sprr2a1/Ss18l1/Syt1/Syt3/Vegfa/Wasf3/Wdr1/Wnt5a/Ypel4/Zranb1,80
56,Up in XX,Up in XX,GO:0006898,receptor-mediated endocytosis,78/3317,272/28891,8.31206040840003e-15,9.34958366294853e-13,4.70131386633001e-13,Adm/Ankrd13b/Ankrd13d/Anxa2/Apln/Apoc1/Apoe/Arrb2/Cacng3/Cacng4/Cacng5/Cacng8/Calcrl/Caly/Cav1/Cav2/Ccdc32/Ccr7/Cd14/Cd300a/Cd36/Cd44/Cln3/Cxcl16/Dkk1/Dlg4/Dnajc13/Dnm1/Dtnbp1/Fcer1g/Fcgr1/Fcgr2b/Fcho2/Grk4/Hip1r/Hpse/Ifitm3/Inpp5f/Itgb2/Itsn1/Kif3a/Lilrb4a/Lrp1/Lyve1/Magi2/Micall1/Msr1/Necab2/Neu3/Numb/Ophn1/Pard3/Pcsk9/Pla2r1/Plcg2/Pld2/Prkca/Ptger3/Rab5a/Ramp1/Ramp2/Rspo1/Scyl2/Sdc1/Sh3glb2/Sirt2/Smap1/Snca/Snx9/Syt11/Tfr2/Tmem108/Tnk2/Tpcn2/Ubqln2/Vegfa/Wasf1/Wdr54,78
61,Up in XX,Up in XX,GO:0030198,extracellular matrix organization,87/3317,322/28891,1.14236259058554e-14,1.17962982919644e-12,5.93161179477461e-13,Abi3bp/Adamts1/Adamts12/Adamts17/Adamts19/Adamts4/Adamts7/Adamtsl1/Adtrp/Angptl7/Antxr1/Anxa2/Apbb1/Aplp1/Axin2/Bcl3/Bmp2/Cav1/Cav2/Ccdc80/Col13a1/Col1a1/Col1a2/Col22a1/Col23a1/Col3a1/Col4a5/Col4a6/Col5a2/Col8a1/Colq/Creb3l1/Csgalnact1/Ctss/Cyp1b1/Ddr2/Egfl6/Eln/Emilin1/Eng/Ets1/Ext1/Fap/Fermt1/Flrt2/Fn1/Gas2/Gfap/Gfod2/Hmcn1/Hpn/Lama1/Lama2/Lamc1/Lcp1/Ltbp4/Mansc4/Matn2/Mfap4/Mmp10/Mmp14/Mmp16/Mmp23/Mmp28/Myh11/Myo1e/Nphp3/Npnt/Olfml2b/Papln/Pdgfra/Pmp22/Pomgnt1/Prdm5/Qsox1/Ramp2/Reck/Scara3/Sfrp2/Sh3pxd2b/Slc2a10/Slc39a8/Smad3/Sulf1/Sulf2/Tgfb2/Wdr72,87
62,Up in XX,Up in XX,GO:0043087,regulation of GTPase activity,91/3317,345/28891,1.35999918027098e-14,1.36780326693655e-12,6.8778169136489e-13,Abr/Adap2/Amph/Arap1/Arap3/Arfgef1/Arhgap22/Arhgap24/Arhgap25/Arhgap29/Arhgap42/Arhgap6/Arhgef19/Arhgef5/Arrb2/Asap1/Asap3/Bbs4/Bcl6/Cav2/Ccdc125/Ccl12/Ccl21b/Ccl3/Ccl4/Ccl6/Ccl9/Ccr7/Chn1/Chn2/Cxcl13/Dennd1a/Dock11/Dock8/Dock9/Efna5/Epha3/Epha4/Evi5/Fgd1/Foxj1/Gnas/Gpr65/Kalrn/Lims1/Mapre2/Pafah1b1/Plxna2/Plxna3/Plxna4/Plxnd1/Prex1/Prtn3/Pycard/Rab11fip2/Ralbp1/Ralgds/Rap1a/Rapgef1/Rapgef3/Rapgef5/Rapgefl1/Rasa1/Rasa2/Rasa3/Rasa4/Rasgrp1/Rasgrp2/Rasgrp4/Rgl1/Rgl3/Rgs1/Rgs4/Rgs9/Rsu1/Sgsm2/Sh3bp1/Sipa1l3/Snx9/Srgap2/Tbc1d1/Tbc1d10b/Tbc1d22b/Tbc1d4/Ttc8/Vav1/Vav2/Vav3/Wnt11/Wnt4/Wnt5a,91
64,Up in XX,Up in XX,GO:0090287,regulation of cellular response to growth factor stimulus,87/3317,323/28891,1.38973502276455e-14,1.36780326693655e-12,6.8778169136489e-13,Adamts12/Apln/Arid4a/Bmp2/Bmp4/Cav1/Cav2/Ccbe1/Cd59a/Cdkn1c/Chst11/Crb2/Creb3l1/Cxcl13/Dcn/Dkk1/Emilin1/Eng/Fam20c/Fermt1/Fgf10/Fgfbp3/Fgfr1/Foxd1/Fst/Fstl3/Fuz/Fzd1/Fzd4/Gata3/Gata6/Glg1/Gpc3/Gpr155/Hdac2/Hes1/Hhip/Htra3/Kcp/Kdr/Lrp1/Ltbp1/Msx1/Msx2/Myocd/Nbl1/Neo1/Ngfr/Npnt/Nrp1/Nrros/Ofd1/Onecut1/Peg10/Ppara/Ppp2r5d/Ptp4a3/Sap30/Sfrp1/Sfrp2/Slc2a10/Slc9a6/Slit2/Smad3/Smad6/Snx6/Stk11/Suds3/Sulf1/Sulf2/Tbx20/Tcf4/Tcf7l2/Tgfb1i1/Tgfbr3/Tmem108/Tmem204/Tmem53/Tmprss6/Vegfa/Vegfb/Wasf1/Wnt4/Wnt5a/Zfp423/Zfp703/Zfyve9,87
65,Up in XX,Up in XX,GO:0031589,cell-substrate adhesion,95/3317,368/28891,1.51820772521676e-14,1.47126007094467e-12,7.39803570069186e-13,Abi3bp/Actn1/Actn3/Adam15/Adam8/Adamts12/Angpt2/Antxr1/Ap1ar/Arhgap6/Atxn3/Bcl2/Bcl6/Ccdc80/Ccl21b/Cd36/Cdh11/Cdk5/Col13a1/Col1a1/Col26a1/Col3a1/Col8a1/Coro1a/Dbn1/Dlc1/Dmtn/Dusp22/Efna1/Efna5/Egfl6/Emilin1/Emp2/Enpp2/Epha3/Ephb1/Fer/Fermt1/Fermt3/Fn1/Frem1/Fzd4/Gas6/Gcnt2/Hoxd3/Hpse/Itga1/Itga2b/Itga5/Itga7/Itgb2/Itgb4/Jak2/Kdr/Lamc1/Ldb1/Lgals1/Lims1/Lrp1/Marcks/Micall2/Mmp14/Msln/Myo1g/Myoc/Nid2/Npnt/Nrp1/Onecut1/Parva/Parvb/Parvg/Peak1/Pik3r1/Plau/Prex1/Ptn/Ptprj/Ptprk/Rac2/Rac3/Rasa1/Rell2/Rras/Rsu1/Sema3e/Sfrp1/Smad3/Smad6/Sned1/Sorbs1/Triobp/Vcam1/Vegfa/Wnt4,95
71,Up in XX,Up in XX,GO:0040013,negative regulation of locomotion,93/3317,358/28891,1.90540418132755e-14,1.69044238565947e-12,8.50016483560357e-13,Abr/Adam15/Adtrp/Aif1/Akt1/Angpt2/Angpt4/Ap1ar/Apoe/Arhgdib/Arid4a/Bcl2/Cav1/Ccdc125/Ccl21b/Cd200r1/Cd300a/Cdh11/Cnn2/Col3a1/Coro1b/Cx3cr1/Cxcl13/Cygb/Cyp1b1/Dach1/Dbn1/Dcn/Dlc1/Dlg5/Dpep1/Dpysl3/Dusp22/Emilin1/Emilin2/Eng/Epha4/Evl/Fas/Frmd5/Fuz/Gata3/Gm266/Hdac2/Ifitm1/Igfbp3/Igfbp5/Il27ra/Il33/Lrp1/Magi2/Mcc/Mctp1/Mmp28/Myocd/Nbl1/Ndrg4/Ngfr/Nr2f2/Nrp1/Pik3r2/Plxna3/Ptn/Ptprj/Ptprk/Reck/Rhob/Robo2/Rras/Sap30/Sema3a/Sema3c/Sema3e/Sema3f/Sema4g/Serpinf1/Sfrp1/Sfrp2/Slit2/Srgap1/Srgap2/Stc1/Stk24/Stk26/Suds3/Sulf1/Tgfbr3/Trp53inp1/Was/Wnt11/Wnt4/Wnt5a/Zmynd8,93
75,Up in XX,Up in XX,GO:0034765,regulation of monoatomic ion transmembrane transport,115/3317,490/28891,3.91316618757964e-14,3.24976848655212e-12,1.63410288617831e-12,Agtr1a/Ahnak/Akap7/Akap9/Akt1/Ank2/Asic2/Bak1/Bcl2/Bmp4/Cacna1d/Cacna2d1/Cacnb1/Cacnb2/Cacnb3/Cacng3/Cacng4/Cacng8/Capn3/Catsper2/Cav1/Cdk5/Clic1/Coro1a/Ctss/Cybb/Dlg1/Dpp10/Dpp6/Edn3/Ednra/Ehd3/Ephb2/Fgf11/Fgf14/Fkbp1b/Fxyd1/Fxyd2/Fxyd5/Gjc2/Gnb2/Gopc/Gper1/Grip1/Grk6/Hvcn1/Ifngr2/Kcna5/Kcnab1/Kcnab2/Kcnab3/Kcnb2/Kcnd1/Kcnd2/Kcne4/Kcnf1/Kcng1/Kcng4/Kcnh2/Kcnh3/Kcnip1/Kcnip2/Kcnip3/Kcnip4/Kcnj12/Kcnj14/Kcnn2/Kcnq1/Kcnq4/Kcns1/Kel/Lcn2/Lhcgr/Myo5a/Oprk1/Oprl1/Osr1/Pcsk9/Pik3cg/Plcg2/Prkca/Prkd1/Prss8/Psen2/Ptger3/Rangrf/Rapgef3/Rem1/Rgs4/Rgs9/Ripk1/Rrad/Ryr2/S100a1/Scn2b/Sestd1/Smim6/Snca/Snta1/Snx27/Sri/Stac2/Stim2/Stom/Stoml1/Tcirg1/Tescl/Tgfb2/Tmc1/Tmem37/Tmem38a/Tpcn2/Trem2/Trpc6/Trpm5,115
77,Up in XX,Up in XX,GO:0033002,muscle cell proliferation,78/3317,280/28891,4.59286687361015e-14,3.75720369310004e-12,1.88925993474955e-12,Adamts1/Agtr1a/Aif1/Akt1/Ang/Apln/Apoe/Bmp2/Bmp4/C3ar1/Calcrl/Cav1/Cav2/Cdkn1a/Cdkn1b/Comt/Ctnnbip1/Dbh/Ddr2/Ednra/Egfr/Ephb1/Ereg/Ern1/Esr1/Esr2/Fgfr1/Fgfr2/Foxp1/Gata6/Gnai2/Gper1/Hdac2/Hgf/Igf1/Igfbp3/Igfbp5/Il15/Il18/Il6ra/Irak1/Jak2/Jarid2/Jun/Mapk14/Myd88/Myh10/Myocd/Ncam1/Ndrg2/Ndrg4/Nos3/Notch3/Nqo2/Orc1/Pak1/Pdcd4/Pde1a/Pdgfd/Pdgfrb/Pik3r1/Pim1/Prkca/Rgs5/Rxra/Sav1/Shc1/Spon2/Tbx2/Tbx20/Tcf7l2/Tert/Tgfb2/Tgfbr3/Tgm2/Tlr4/Vegfa/Vgll4,78
79,Up in XX,Up in XX,GO:0006790,sulfur compound metabolic process,81/3317,298/28891,6.54210053384264e-14,5.21629003324998e-12,2.62294210610693e-12,Abcb7/Acaa2/Acadsb/Acot2/Acot3/Acot4/Acot6/Acsl5/Acsl6/Acss1/Arsg/B3gnt7/Bhmt/Cbs/Chst1/Chst11/Chst12/Chst14/Chst2/Chst4/Chst9/Chsy1/Comt/Csad/Csgalnact1/Csgalnact2/Cth/Dgat2/Dpep1/Dse/Ednra/Ehhadh/Ethe1/Ext1/Fitm2/Fmo1/Gclm/Ggt5/Ghr/Glrx5/Hexb/Hmgcs1/Hmgcs2/Hnmt/Hpse/Hs3st1/Hs3st3a1/Hs3st3b1/Hs6st2/Hscb/Hyal1/Lyrm4/Mlycd/Mtr/Mvk/Ndst2/Ndst4/Nox4/Pdha1/Pdk2/Pdk4/Pmvk/Ppcs/Pxylp1/Slc19a3/Slc25a19/Slc35d2/Slc5a6/Slc7a11/Snca/Sulf1/Sulf2/Sult1a1/Sult1c2/Sult5a1/Suox/Tcf7l2/Tpst1/Tpst2/Ugdh/Xylt2,81
84,Up in XX,Up in XX,GO:1990778,protein localization to cell periphery,98/3317,400/28891,1.92297294915923e-13,1.44200078651833e-11,7.2509092782207e-12,Adam22/Adcy6/Akt1/Ank2/Anxa2/Arl13b/Arl3/Arl6/C2cd5/Cacnb2/Cacnb3/Cacng3/Camk2g/Ccdc88a/Cdk5/Clip1/Clip3/Cln3/Clstn1/Dchs1/Dennd4c/Dlg1/Dlg4/Dpp10/Dpp6/Egfr/Ehd2/Ehd3/Emp2/Epha3/Ephb2/F11r/Fcer1g/Fcho2/Flot2/Fyb/Gas6/Gga2/Gnai1/Golph3/Gper1/Grip1/Ift80/Inpp5k/Kalrn/Kcnb2/Kcnip3/Kcnip4/Lgi1/Lin7a/Lrp1/Lypd1/Magi2/Mmp14/Myo5a/Myo5b/Nhlrc1/Nptx2/Nrxn3/Nsg1/Numb/Pacs1/Pacs2/Palm/Pik3r1/Pik3r2/Pkdcc/Prkg2/Ptpn9/Rab11fip2/Rab13/Rab34/Rab38/Rab40b/Rab8b/Ramp1/Ramp2/Rangrf/Rap1a/Rock2/Slc4a1/Snca/Snx27/Sorbs1/Stac2/Stxbp1/Sytl2/Tescl/Tmem88/Tpbg/Trem2/Tspan18/Tspan33/Tspan5/Ttc8/Vti1b/Wdr72/Ypel4,98
88,Up in XX,Up in XX,GO:0030100,regulation of endocytosis,88/3317,344/28891,2.45028229487758e-13,1.75390092902658e-11,8.81925768574958e-12,Abr/Amph/Ankfy1/Ankrd13b/Ankrd13d/Anxa2/Apln/Apoc1/Apoe/Arrb2/Btbd9/C2/Caly/Cav1/Ccdc32/Ccr7/Cd14/Cd300a/Cd36/Clec7a/Clip3/Cln3/Cnn2/Dkk1/Dlg4/Dnm1/Dock2/Dtnbp1/Epha3/Fcer1g/Fcgr1/Fcgr2b/Fcgr3/Gas6/Gpc3/Hip1r/Il15/Il2rb/Il2rg/Itsn1/Kif3a/Lbp/Letmd1/Lrp1/Magi2/Mctp1/Nckap1l/Necab2/Neu3/Numb/Ophn1/Pacsin2/Pacsin3/Pard3/Pcsk9/Plcg2/Pld2/Prkca/Pros1/Prtn3/Ptprc/Ptprj/Pycard/Rab17/Rab4a/Rap1a/Rapgef1/Rspo1/Rufy1/Scyl2/Siglecf/Sirt2/Slc11a1/Smap1/Snca/Snx9/Syt11/Tfr2/Tgm2/Tlr2/Tnk2/Trem2/Tulp1/Ubqln2/Vegfa/Vps28/Wdr54/Wnt5a,88
91,Up in XX,Up in XX,GO:0071706,tumor necrosis factor superfamily cytokine production,66/3317,226/28891,3.716984921667e-13,2.57288879358027e-11,1.29374292993592e-11,Acp5/Adam8/Arrb2/Bcl3/C1qtnf4/Card9/Ccl3/Ccl4/Ccr7/Cd14/Cd36/Cd84/Clec7a/Csf1r/Cx3cr1/Cybb/Ephb2/Fcer1g/Fcgr3/Foxp1/Gas6/H2-T22/H2-T23/Hdac2/Igf1/Il18/Il23a/Il27ra/Il33/Jak2/Lbp/Lgals9/Lilrb4a/Ly96/Mapk14/Mavs/Myd88/Nfatc4/Oas1a/Oas1c/Oas2/Pik3r1/Plcg2/Pomc/Psen2/Ptprc/Ptprj/Pycard/Rasgrp1/Ripk1/Ripk2/Sash3/Spon2/Syt11/Tirap/Tlr2/Tlr4/Tlr6/Trem2/Trex1/Trim30a/Tspo/Twist2/Tyrobp/Wnt5a/Zg16,66
96,Up in XX,Up in XX,GO:0032535,regulation of cellular component size,99/3317,411/28891,4.38869581525627e-13,2.87962447294784e-11,1.44798088904672e-11,Adcy10/Add2/Add3/Akt1/Apoe/Aqp2/Arfgef1/Arhgap28/Arhgap32/Atp13a2/Bbs4/Capg/Capn1/Ccl21b/Cdc42ep2/Cdc42ep3/Cdc42ep5/Cdk5/Cln3/Coro1a/Cotl1/Crabp2/Daam2/Dbn1/Dlg1/Dmtn/E2f4/Efna5/Eln/Epha7/Evl/Fer/Fn1/Gba2/Gsn/Hcls1/Hip1r/Kank3/Kank4/Kel/Lima1/Lrp1/Lrrc8e/Mgll/Myo5b/Nckap1l/Nrp1/Olfm1/Omg/Pafah1b1/Pak1/Pdxp/Pex11a/Pex11g/Pik3r2/Plek/Plekhg2/Plekhh2/Plxna3/Plxna4/Prex1/Prkcd/Prkd1/Prkg2/Prr16/Ptprs/Pycard/Rab5a/Rapgef3/Rasa1/Ret/Rilp/Rtn4/Sema3a/Sema3c/Sema3e/Sema3f/Sema4g/Sh3bp1/Slit2/Snx9/Specc1l/Tlr2/Tmod4/Tmsb10/Tmsb15b1/Tmsb15l/Tmsb4x/Trim46/Trpc5/Ttl/Twf2/Ulk2/Vegfa/Vill/Was/Wdr1/Wdtc1/Wnt5a,99
98,Up in XX,Up in XX,GO:0050867,positive regulation of cell activation,106/3317,454/28891,5.50393746642366e-13,3.5333160793145e-11,1.77668102416546e-11,Acta2/Adam8/Adk/Aif1/Anxa1/Bad/Bcl2/Bcl6/Capn3/Card11/Cav1/Ccr7/Cd55/Cd59a/Cd83/Cd86/Cdkn1a/Clcf1/Clec7a/Coro1a/Csf1r/Ddr2/Dock8/Efnb1/Efnb3/Ephb2/Exosc6/Fcer1g/Fgf10/Fgfr1/Flot2/Flt3l/Gas6/Gata1/Gata3/Gli3/H2-DMb1/H2-DMb2/H2-Oa/H2-T22/H2-T23/Hes1/Hlx/Igf1/Igf2/Igfbp2/Il15/Il16/Il18/Il1rl2/Il23a/Il2rg/Il33/Il6st/Irf1/Irgm1/Itgb2/Jak2/Jund/Lbp/Lck/Lef1/Lgals1/Lgals8/Lgals9/Lilrb4a/Mmp14/Myd88/Nckap1l/Nkap/Pdgfrb/Phf10/Pik3r6/Pla2g4a/Pld2/Plek/Prlr/Ptprc/Ptprj/Pycard/Rasgrp1/Ripk2/Runx1/Sash3/Sh3kbp1/Shb/Slc4a1/Smarcc1/Smarcd2/Smarcd3/Smo/Sox4/Spi1/Stxbp1/Tcf3/Tirap/Tlr4/Tlr6/Tnfsf13/Tnfsf9/Trem2/Tyrobp/Vav3/Vcam1/Wnt5a/Zbtb16,106
