,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
25,Up in XX,Up in XX,GO:0050866,negative regulation of cell activation,56/1869,225/28891,1.00656708159716e-18,2.43951597895887e-16,1.23754773821629e-16,Abr/Adora2a/Anxa1/Apoe/Arg1/Bank1/Btk/Cd200/Cd300a/Cd44/Cd74/Cd84/Cd86/Cebpb/Cnr1/Cx3cl1/Cygb/Dlg1/Dusp3/Erbb2/Fas/Fcgr2b/Fgl2/Gal/Hlx/Ihh/Inpp5d/Jak3/Laptm5/Lgals3/Lgals9/Lilrb4a/Lst1/Lyn/Mdk/Milr1/Nckap1l/Nrarp/Parp3/Pdgfb/Prkcd/Pten/Ptpn6/Rassf5/Runx1/Samsn1/Sh2b3/Shh/Sox11/Spi1/Syt11/Tgfb1/Tnfaip8l2/Trem2/Tyrobp/Zbtb7b,56
26,Up in XX,Up in XX,GO:0050727,regulation of inflammatory response,79/1869,411/28891,1.86571055191811e-18,4.34782316695071e-16,2.20561733263194e-16,Abr/Acp5/Adam8/Adora2a/Akna/Alox5/Alox5ap/Anxa1/Apoa1/Apoe/Arnt/Btk/Casp1/Ccl3/Cd200/Cd200r1/Cd44/Cdh5/Cebpa/Cebpb/Cnr1/Csf1r/Ctsc/Ctss/Cx3cl1/Cx3cr1/Daglb/Dnase1l3/Esr1/Fcer1g/Fcgr1/Fcgr2b/Fcgr3/Foxp1/Gpsm3/Gpx1/H2-D1/H2-K1/Ifi35/Igf1/Il10ra/Il16/Il18/Il1r1/Irgm1/Isl1/Lgals2/Lgals9/Lyn/Mdk/Myd88/Ncf1/Nr1h5/Nupr1/Pdcd4/Pik3ap1/Pik3cg/Plcg2/Ppara/Ppard/Ptgis/Ptpn6/Pycard/Sbno2/Siglecg/Sirpa/Slc39a8/Smpdl3b/Snca/Sod1/Stat5a/Syt11/Tgfb1/Tlr4/Tnfaip8l2/Tnfrsf11a/Tnfrsf1b/Trem2/Wfdc1,79
27,Up in XX,Up in XX,GO:0042060,wound healing,74/1869,370/28891,2.2479566641886e-18,5.04458126974769e-16,2.55907737209775e-16,Acvrl1/Adra2b/Ahnak/Alox5/Anxa1/Apoe/Arfgef1/Arhgef19/C1galt1c1/Ccl2/Cd36/Cd44/Cdkn1a/Chmp4b/Cldn13/Clec10a/Clec7a/Col5a1/Cx3cl1/Dmtn/Emilin2/Entpd1/Ephb2/Eppk1/Erbb2/Evpl/F13a1/Fcer1g/Fermt1/Fermt3/Gata1/Gpx1/Grhl3/Hps6/Hpse/Igf1/Il6ra/Itgb3/Lilrb4a/Lyn/Map3k1/Mfsd2b/Myh9/Notch2/P2ry12/Pdgfb/Pdia2/Pdpn/Pecam1/Plau/Plaur/Plec/Plek/Ppara/Ppard/Prkcd/Pten/Ptpn6/Rab27a/Rap2b/Sh2b3/Shh/Slc11a1/Slc4a1/Slc7a11/Stxbp1/Syt11/Syt7/Thbd/Tlr4/Vegfa/Vil1/Wfdc1/Wnt4,74
29,Up in XX,Up in XX,GO:0051146,striated muscle cell differentiation,71/1869,347/28891,3.01918856329699e-18,6.30802189828153e-16,3.2000111088302e-16,AW551984/Acta1/Actc1/Adamts15/Agtr2/Alpk3/Arrb2/Asb2/B4galnt2/Bcl9/Bhlhe41/Bmp2/Bves/Casp1/Cav2/Cd53/Cdon/Cntnap1/Csf1r/Csrp2/Dmpk/Dock2/Dyrk1b/Efnb2/Ehd1/Ehd2/Flnc/Flt3l/Foxp1/Gata6/Gpx1/Gsk3b/Hdac5/Hdac9/Igf1/Igf2/Igfbp5/Irx3/Isl1/Kdm6b/Kel/Klf5/Kras/Krt19/Lmna/Lmod1/Msx1/Myh11/Myh6/Myh9/Myocd/Nfatc3/Nrap/Piezo1/Pitx2/Plec/Ppara/Ppp3ca/Rbm38/Rgs4/Rxra/Shh/Shox2/Sik1/Sirt6/Speg/Tgfb1/Tmod1/Vegfa/Xk/Yy1,71
31,Up in XX,Up in XX,GO:0007162,negative regulation of cell adhesion,67/1869,315/28891,3.26165205616397e-18,6.3749515510637e-16,3.23396400814899e-16,Abl1/Acp5/Acvrl1/Adam15/Adam8/Adora2a/Akna/Anxa1/Apoa1/Arg1/B4galnt2/Bmp2/Cd300a/Cd44/Cd74/Cd86/Cebpb/Coro1c/Coro2b/Dab1/Dlg1/Dmtn/Dusp3/Epha5/Ephb2/Erbb2/Fgl2/Hlx/Hspg2/Ihh/Jag1/Jak3/Laptm5/Lgals3/Lgals9/Lilrb4a/Lpxn/Lrp1/Mdk/Myo1f/Nckap1l/Nrarp/Plxna2/Plxna3/Plxna4/Plxnb2/Plxnd1/Podxl/Ppara/Prkcd/Pten/Ptpn6/Ptprc/Rasa1/Rgcc/Runx1/Sema3e/Sema4d/Sh2b3/Shh/Spi1/Spock1/Tgfb1/Tnfaip8l2/Vegfa/Zbtb7b/Zfp703,67
34,Up in XX,Up in XX,GO:0032970,regulation of actin filament-based process,77/1869,402/28891,6.24607776576437e-18,1.11308779949313e-15,5.64660900186748e-16,Abi2/Abl1/Acta2/Adcy10/Add2/Apoa1/Arfgef1/Arhgap44/Arhgef18/Arhgef19/Asap3/Cd2ap/Coro1a/Coro2b/Csf1r/Cx3cl1/Cyfip2/Dlg1/Dmtn/Dsg2/Eln/Epha5/Frmd6/Gja5/Gmfg/Gpr65/Grb2/Grhl3/Hck/Hcls1/Icam1/Iqgap2/Itgb3/Kank3/Kank4/Lmod1/Lrp1/Map3k1/Mtss1/Myh9/Myo1f/Nckap1l/Pam/Pdpn/Pecam1/Pkp2/Plek/Ppm1e/Prex1/Prkcd/Pycard/Rasa1/Rgcc/Rgs4/Rhpn2/Rock1/Ryr2/S1pr1/Sh3bp1/Slit2/Spta1/Sptb/Sri/Ssh2/Synpo/Taok1/Taok2/Tgfb1/Tgfb2/Tmod1/Tmsb15l/Vasp/Vil1/Was/Wasf1/Wnt11/Wnt4,77
35,Up in XX,Up in XX,GO:0002697,regulation of immune effector process,85/1869,473/28891,7.25758233547948e-18,1.25639118201915e-15,6.37357606604513e-16,6030468B19Rik/Abr/Acp5/Anxa1/Apoa1/Arg1/Arrb2/Btk/Card9/Casp1/Ccl2/Cd300a/Cd36/Cd74/Cd84/Cd86/Cfp/Clec7a/Cx3cr1/Dennd1b/Dnase1l3/Ephb2/Evpl/Fcer1g/Fcgr1/Fcgr2b/Fcgr3/Fgl2/Foxp1/Gata1/H2-D1/H2-K1/H2-M3/H2-T24/Hk1/Hlx/Igf2/Il18/Il1r1/Il23a/Irf5/Itgb2/Jak3/Laptm5/Lgals3/Lgals9/Lilrb4a/Lyn/Myd88/Ncf1/Nckap1l/Nepn/P2rx7/Parp3/Pik3r6/Plcg2/Prkcz/Pten/Ptpn6/Ptprc/Pycard/Rac2/Rap1a/Rapgef1/Rbp4/Sash3/Siglecg/Spi1/Stat5a/Stx4a/Stxbp1/Tap1/Tap2/Tgfb1/Tgfb2/Ticam2/Tlr4/Tlr7/Tnfrsf1b/Trem2/Tyrobp/Unc13d/Vav1/Was/Zbtb7b,85
37,Up in XX,Up in XX,GO:0007517,muscle organ development,74/1869,382/28891,1.4451662239985e-17,2.36655733816403e-15,1.20053637953787e-15,Acta1/Actc1/Adarb1/Adrb2/Ankrd1/Asb2/B4galnt2/Bcl9/Bcl9l/Bmp2/Bves/Cav2/Cdon/Cntnap1/Col11a1/Cryab/Dpf3/Eln/Epor/Fgfr2/Foxk1/Foxl2/Foxp1/Gpx1/Hand1/Hdac5/Hdac9/Heyl/Hlx/Igf2/Isl1/Kel/Klf5/Kras/Lama5/Lef1/Lemd2/Lmna/Mef2d/Msx1/Mtss1/Myh6/Mylpf/Myocd/Nfatc3/Nfix/Nr2f2/Nras/Nupr1/Phox2b/Pitx1/Pitx2/Pkp2/Plec/Ppp3ca/Rxra/Ryr2/S1pr1/Sfmbt1/Shh/Shox2/Sirt6/Smtnl1/Snw1/Sox11/Tbx20/Tcf7l2/Tgfb1/Tgfb2/Tifab/Wnt2/Xk/Ybx3/Zfpm1,74
38,Up in XX,Up in XX,GO:0070372,regulation of ERK1 and ERK2 cascade,69/1869,343/28891,2.30848387753533e-17,3.68081679315435e-15,1.86725011700918e-15,Abca7/Abl1/Acta2/Apoe/Arrb1/Arrb2/Bmp2/C5ar1/Card9/Ccl12/Ccl2/Ccl3/Ccl4/Ccl6/Ccl7/Ccl9/Ccr1/Cd36/Cd44/Cd74/Csf1r/Csk/Cx3cl1/Dab2/Dlg1/Dusp26/Dusp3/E130311K13Rik/Ephb2/Epor/Erbb2/Esr1/Fgf18/Fgfbp3/Fgfr2/Gnai2/Gpr183/Gpr55/Icam1/Igf1/Itgb3/Lmo3/Lrp1/Lyn/Mturn/Myh9/Ndrg2/Necab2/Notch2/P2ry6/Pdgfb/Pdgfc/Prkcz/Pten/Ptpn6/Ptprc/Ptprr/Pycard/Rap1a/Rapgef1/Rras/Sirpa/Slc30a10/Spry2/Tgfb1/Tlr4/Tnfrsf11a/Trem2/Vegfa,69
42,Up in XX,Up in XX,GO:0002757,immune response-activating signaling pathway,79/1869,440/28891,1.12791040587184e-16,1.62714503551844e-14,8.25438191765856e-15,Abl1/Arrb2/Bag6/Bax/Btk/C3ar1/C5ar1/Cacnb4/Casp1/Cd14/Cd300a/Cd36/Cd79b/Cd86/Clec4n/Clec7a/Cmklr1/Csk/Dennd1b/Dgkz/Dusp3/Ermap/Esr1/Fcer1g/Foxp1/Fyb/Gbp2/Grb2/Hcfc2/Ifi35/Ikbkg/Irgm1/Kcnn4/Laptm5/Lcp2/Lgals3/Lgr4/Lilrb4a/Lpxn/Lyn/Myd88/Myo1g/Nckap1l/Nek7/Nepn/Nfam1/Nras/Pik3ap1/Pja2/Plcg2/Prkch/Pten/Ptpn6/Ptprc/Ptprs/Pycard/Rab11fip2/Rab7b/Rap1a/Rapgef1/Rftn1/Rps6ka3/Sarm1/Sec14l1/Smpdl3b/Stk11/Themis2/Ticam2/Tifa/Tlr13/Tlr4/Tlr5/Tlr7/Trem2/Trim30a/Tyrobp/Ubash3a/Unc93b1/Vav3,79
44,Up in XX,Up in XX,GO:0007159,leukocyte cell-cell adhesion,79/1869,447/28891,2.84453417292337e-16,3.91705285312334e-14,1.98709085764025e-14,Abl1/Actb/Adam8/Add2/Adk/Adora2a/Aif1/Alox5/Ambra1/Anxa1/Arg1/Ccl2/Cd300a/Cd44/Cd74/Cd83/Cd86/Cebpb/Chst2/Coro1a/Cx3cr1/Dlg1/Dock8/Dusp3/Efnb2/Erbb2/Fermt3/Fgl2/H2-D1/H2-K1/Hlx/Icam1/Igf1/Igf2/Ihh/Il18/Il23a/Il6st/Irgm1/Itgb2/Jak3/Kat5/Kitl/Laptm5/Lef1/Lgals3/Lgals8/Lgals9/Lilrb4a/Mdk/Nckap1l/Nrarp/Pecam1/Pik3r6/Ppara/Ppp3ca/Prkcz/Pten/Ptpn6/Ptprc/Pycard/Rac2/Rock1/Runx1/Sash3/Selplg/Sema4d/Shh/Sirpa/Slc39a8/Slc4a1/Slc7a1/Smarcd3/Spta1/Stat5a/Tgfb1/Tnfaip8l2/Zbtb16/Zbtb7b,79
49,Up in XX,Up in XX,GO:0001818,negative regulation of cytokine production,63/1869,314/28891,6.46571927045147e-16,7.99505980809499e-14,4.05583249618008e-14,Abcd1/Acp5/Adcy7/Anxa1/Apoa1/Arg1/Arrb1/Arrb2/Bank1/Btk/Cd200/Cd200r1/Cd2ap/Cd34/Cd83/Cd84/Cmklr1/Crebbp/Csk/Cx3cl1/Cx3cr1/Ephb2/Fcgr2b/Furin/Gata6/Gbp7/Hdac9/Igf1/Il23a/Inpp5d/Irgm1/Jak3/Kat5/Laptm5/Lef1/Lgals9/Lgr4/Lilrb4a/Nckap1l/Ndrg2/Pdcd4/Ppara/Ptpn6/Ptprc/Ptprs/Pycard/Rgcc/Serpinb1a/Serpinb1b/Sirpa/Slc11a1/Syt11/Tgfb1/Tgfb2/Ticam2/Tlr4/Traf3ip1/Trem2/Trim30a/Tyrobp/Wnt11/Yy1/Zfpm1,63
51,Up in XX,Up in XX,GO:0043254,regulation of protein-containing complex assembly,77/1869,437/28891,8.06479415234803e-16,9.5812917194268e-14,4.86051577396414e-14,Abca1/Abl1/Add2/Ambra1/Apoe/Arfgef1/Bax/Btk/Cd36/Cdh17/Cdh5/Cdkn1b/Clec7a/Clip1/Coro1a/Cryab/Cyfip2/Dlg1/Dmtn/Eln/Fas/Fermt1/Gbp2/Gnl3l/Grb2/Gsk3b/Hck/Hcls1/Ica1/Icam1/Ikzf1/Irgm1/Isl1/Kank3/Kank4/Lcp1/Lgals3/Lmod1/Map1b/Map3k1/Myd88/Nckap1l/Nek7/Oprd1/P2ry12/Pecam1/Piezo1/Plcg2/Plek/Ppp2r5b/Prex1/Prkcd/Prkcz/Pycard/Rasa1/Slit2/Snap91/Snca/Spidr/Spta1/Sptb/Ssh2/Stmn2/Stxbp1/Syt11/Tal1/Tgfb1/Tlr4/Tmc8/Tmod1/Tmsb15l/Traf3ip1/Trem2/Trim30a/Vasp/Vegfa/Vil1,77
59,Up in XX,Up in XX,GO:0060562,epithelial tube morphogenesis,71/1869,395/28891,3.78909705318435e-15,3.89121000766847e-13,1.97398098042788e-13,Abl1/Acvrl1/Adm/Agtr1a/Agtr2/Asb2/Bmp2/Btrc/Ccdc103/Cd44/Clic4/Cobl/Col4a1/Ctsz/Dlg1/Dnaaf1/Efnb2/Enah/Esr1/Fgfr2/Foxp1/Gatad2a/Grhl3/Hand1/Hdac5/Hhex/Hmga2/Hs3st3a1/Hs3st3b1/Igf1/Ihh/Irx3/Kdm6a/Kras/Lama5/Lef1/Lgr4/Mdk/Megf8/Mthfr/Mtss1/Nfatc3/Nfatc4/Nkx3-1/Notch2/Nrarp/Pik3cd/Pitx2/Plxnb2/Plxnd1/Prkaca/Rbm15/Ret/Ryr2/Sall4/Sema3e/Sfrp5/Shh/Shroom3/Sirt6/Slit2/Spry2/Tbx20/Tgfb1/Tgfb2/Trim71/Vasp/Vegfa/Wnt2/Wnt4/Wnt6,71
62,Up in XX,Up in XX,GO:1903532,positive regulation of secretion by cell,70/1869,390/28891,6.38764110948292e-15,6.15296472621681e-13,3.12135179516389e-13,Abcg1/Adora2a/Ankrd1/Ano1/Apbb1/Arrb1/Atp13a2/Bcl2l1/Bmp2/Cd2ap/Dab2/Doc2b/Dpysl2/Edn2/Exph5/Fcer1g/Foxl2/Gal/Gata1/Gna11/Igf1/Irs1/Isl1/Itgb2/Itpr1/Itsn1/Kcnn4/Lgals3/Lrp1/Mcu/Myh9/Myo5b/Myom1/Ncs1/Nkx3-1/Nlgn2/Nucb2/Oprk1/Osbp/P2rx7/Ppard/Prkaca/Ptpn23/Rab27a/Rbp4/Rgcc/Rph3al/Runx1/Scamp5/Sirt6/Slc4a8/Smpd3/Snap25/Snca/Sox11/Sri/Stx4a/Stxbp1/Sybu/Syt7/Tcf7l2/Tfr2/Tgfb1/Tgfb2/Tlr4/Tmf1/Tnfrsf11a/Trem2/Unc13d/Zfp384,70
63,Up in XX,Up in XX,GO:0033674,positive regulation of kinase activity,74/1869,426/28891,6.39770222399173e-15,6.15296472621681e-13,3.12135179516389e-13,Abi2/Abi3/Abl1/Adam8/Adcy10/Adra2b/Adrb2/Agtr1a/Ambra1/Arrb2/Atp2b4/Axin2/Ccnd3/Cd300a/Cd74/Cd86/Cdc25b/Cdkn1a/Cdkn1b/Chrna3/Csf1r/Csk/Dab1/Dazap2/Dgkz/Dlg1/Efna1/Emp2/Epha5/Erbb2/Ereg/Ern1/Fgd2/Fgf18/Fgfr2/Hmga2/Igf1/Il18/Il23a/Il6ra/Irgm1/Irs1/Itgb3/Kitl/Kras/Lyn/Map3k1/Mst1r/Nab2/Notch2/P2rx7/Pdgfb/Pdgfc/Pik3cg/Pik3r6/Pim1/Prkcd/Prkcz/Ptprc/Rap1a/Rassf2/Ret/Rgcc/Slc11a1/Snca/Stk11/Tgfb1/Tgfb2/Tlr4/Tnfrsf11a/Trem2/Unc119/Vegfa/Wdr59,74
