"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Diff.Acc."
"chr1:7776740-7778922|2183",136.930518733328,0.815335431866082,0.209052608585353,3.90014474051967,9.61351972710293e-05,0.000772477449716149,"More in XX"
"chr1:8821855-8822566|712",33.9167308766713,1.93388419959158,0.37563377085819,5.14832357903641,2.62824818923349e-07,5.14645756911435e-06,"More in XX"
"chr1:9148971-9149586|616",16.6394122616467,1.72676985932599,0.464079182810381,3.7208517927242,0.000198551943018862,0.00141351737676649,"More in XX"
"chr1:9208545-9209557|1013",48.7039842452809,-3.50059242572426,0.484026974203775,-7.23222591361305,4.75140918795807e-13,5.55750012928523e-11,"More in XY"
"chr1:9553547-9554413|867",48.9308829631671,-2.96816593044483,0.592382794316486,-5.01055391703199,5.42735893270758e-07,9.61759605774543e-06,"More in XY"
"chr1:9583033-9584449|1417",129.915641635075,-1.15214486913142,0.245927232472661,-4.6849015359025,2.80094550986054e-06,3.90164765030574e-05,"More in XY"
"chr1:9611635-9612508|874",73.6105455153417,-2.555731908175,0.380135062343273,-6.723220669045,1.77751070652573e-11,1.30260621558657e-09,"More in XY"
"chr1:9619448-9620059|612",21.0115699047106,-2.77546410967692,0.662447640220265,-4.18971091625305,2.79310059737001e-05,0.000273178204460377,"More in XY"
"chr1:9747479-9748855|1377",528.764203553814,0.977773018300382,0.201730796820378,4.84691992354045,1.25393010186827e-06,1.95671141320497e-05,"More in XX"
"chr1:9780192-9780674|483",23.5179233989515,1.69087570318199,0.425996626750472,3.96922322150786,7.2107309100335e-05,0.000607178365471847,"More in XX"
"chr1:9804598-9805671|1074",25.4826871594098,-1.72739502057366,0.447751100051663,-3.85793584956988,0.000114348649217699,0.000891707845305274,"More in XY"
"chr1:9852914-9853810|897",71.3806725740265,-2.95896201376218,0.737249692351147,-4.01351407055298,5.98214348157332e-05,0.000517957337578348,"More in XY"
"chr1:9966884-9968788|1905",132.735816374148,0.807926885489386,0.190245390787551,4.24676194332407,2.16882184957939e-05,0.000220832918676921,"More in XX"
"chr1:10008641-10009626|986",96.776674804334,0.927221773704797,0.255648837289465,3.62693522699235,0.000286805203312002,0.00191576025171353,"More in XX"
"chr1:10141334-10142257|924",32.3245984308894,-2.53183696684195,0.651794304221989,-3.88441100273814,0.000102578257803156,0.00081441276496909,"More in XY"
"chr1:10285131-10285892|762",154.274336964964,0.904012756912362,0.254410851236914,3.55335769884485,0.000380346910127345,0.00242219666380217,"More in XX"
"chr1:10348334-10349236|903",76.0764974051792,2.27165799414047,0.280853189070015,8.08841801534312,6.0444651566747e-16,1.67649744658832e-13,"More in XX"
"chr1:10706794-10707872|1079",67.0737384514838,1.49011054914968,0.311336861652557,4.78616807929607,1.6999570866242e-06,2.53765934167591e-05,"More in XX"
"chr1:10794184-10794672|489",16.3120878030903,-2.23001832875373,0.524288208688575,-4.25342071745571,2.10529498498533e-05,0.00021525978097763,"More in XY"
"chr1:11044855-11045600|746",18.8412915022067,-1.53044972246586,0.438868313691638,-3.48726411709277,0.000487989180334534,0.00297387704767074,"More in XY"
"chr1:11329270-11330554|1285",98.5571975023349,0.917155887251184,0.225780916037108,4.06214973058416,4.86228722358773e-05,0.000435242077345854,"More in XX"
"chr1:11413608-11414767|1160",222.017820580409,1.02826407330632,0.173009194466624,5.943407091608,2.79158003230906e-09,1.02975935821448e-07,"More in XX"
"chr1:11788249-11788918|670",35.1175765443544,-2.20420011617806,0.546091618371083,-4.03631925857586,5.42963187572389e-05,0.000477253642488163,"More in XY"
"chr1:11993500-11994328|829",23.8049269187761,-1.53813944293143,0.434515843061472,-3.53989265867534,0.000400289806811642,0.00252558912567643,"More in XY"
"chr1:12000272-12001085|814",52.2891970393076,-2.84444331841331,0.376457945439587,-7.55580630684226,4.16272936634863e-14,6.77314191911495e-12,"More in XY"
"chr1:12016587-12017349|763",16.952991909135,-3.26142323450834,0.536218630736573,-6.08226392661572,1.18497296074223e-09,4.88667535055896e-08,"More in XY"
"chr1:12171165-12172069|905",25.28240241897,-1.57671270089066,0.418254941898136,-3.76974075604507,0.00016341720328688,0.00120070956792728,"More in XY"
"chr1:12215530-12216155|626",10.4593149848215,-4.6262088186022,1.24036257721931,-3.72972298871949,0.000191690397541339,0.00137090490531264,"More in XY"
"chr1:12636995-12637859|865",12.2541912534604,-2.02079036434996,0.556081583441962,-3.63398181943364,0.000279080536117856,0.00187368190189349,"More in XY"
"chr1:12814238-12815327|1090",45.0606403013952,1.10154298636963,0.287125406880725,3.83645250462708,0.000124824322808442,0.000959792308767287,"More in XX"
"chr1:12880661-12881352|692",23.3307335654412,1.43843837706971,0.382154655207278,3.7640216008608,0.000167202431180402,0.0012238022728458,"More in XX"
"chr1:12984308-12985332|1025",19.6774580386853,-1.3876991424788,0.40757204411232,-3.4047947167259,0.000662138085861178,0.00382556062448179,"More in XY"
"chr1:12990242-12991796|1555",127.352445969748,1.02297273486888,0.217057088129724,4.71292019847565,2.44191845544666e-06,3.46255470932151e-05,"More in XX"
"chr1:13163502-13164163|662",17.6004756589353,-3.56107043056506,0.665548617813871,-5.35057895884769,8.76732887585248e-08,2.02109759771953e-06,"More in XY"
"chr1:13372093-13373167|1075",516.979248683404,0.840991186958678,0.174329965070608,4.82413443161108,1.40612559019527e-06,2.16259048752916e-05,"More in XX"
"chr1:13531237-13532269|1033",58.8153978620704,-0.838014348589161,0.270708322025797,-3.09563570974853,0.00196391479287749,0.00931704365995996,"More in XY"
"chr1:13561071-13562177|1107",60.1345039763011,0.806066933869286,0.244148294125371,3.30154645051654,0.000961534123016044,0.00519850021050279,"More in XX"
"chr1:13573862-13574900|1039",17.2987958964505,1.19558239880855,0.384539947830558,3.10912404693871,0.00187642918910952,0.00897650349548937,"More in XX"
"chr1:13659660-13661132|1473",386.235456454838,1.19766369807297,0.162564543972413,7.36731189229193,1.7410284078295e-13,2.32648517036874e-11,"More in XX"
"chr1:13846553-13846997|445",8.26655585517934,-2.4209105915589,0.748250222907248,-3.23542916185539,0.00121460019648259,0.00628893203227006,"More in XY"
"chr1:14168655-14169146|492",13.7059757527066,1.363229822002,0.4364502505905,3.12344836589647,0.00178745224692569,0.00863506134530291,"More in XX"
"chr1:14291988-14293128|1141",72.8751848518472,-1.88362136752457,0.339405120077119,-5.54977298838798,2.86040777270977e-08,7.73616435857602e-07,"More in XY"
"chr1:15544227-15545019|793",40.8611238191129,-2.44747190031591,0.358287036359638,-6.83103671621322,8.43031512421601e-12,6.88400682649413e-10,"More in XY"
"chr1:15804946-15806491|1546",361.248171960892,1.1139274983547,0.174319362036131,6.39015359707327,1.65719209651332e-10,9.02524389960688e-09,"More in XX"
"chr1:15877118-15877433|316",8.56249335445509,-3.25318401272447,0.844723089312163,-3.85118396062011,0.000117548155553601,0.000912116325348703,"More in XY"
"chr1:15908570-15909157|588",37.1732336847845,-2.50974238924218,0.433825143524531,-5.78514737263092,7.24487862019257e-09,2.36346637051637e-07,"More in XY"
"chr1:15936041-15937078|1038",26.2908159844629,-1.58435906415399,0.410313884965122,-3.86133426678619,0.000112769495595798,0.000881118080142872,"More in XY"
"chr1:15992501-15993821|1321",75.6915316069676,-1.44953661080599,0.283807839763386,-5.10745796174795,3.26521709233817e-07,6.21575415942023e-06,"More in XY"
"chr1:16103997-16106545|2549",836.92734625745,0.803334255028465,0.173253520661084,4.63675573208083,3.53920244873787e-06,4.76102943551743e-05,"More in XX"
"chr1:16177482-16178167|686",77.1288785308266,1.53700046520849,0.286691403708976,5.36116690393938,8.26860759907949e-08,1.91857672510304e-06,"More in XX"
"chr1:16262044-16262514|471",13.9493655976831,-3.744441663938,0.808147103878193,-4.63336643287949,3.59766910218919e-06,4.82536175470017e-05,"More in XY"
"chr1:16268507-16269870|1364",99.5170556916953,1.76689123614843,0.256441436505631,6.89003797601808,5.57774958161638e-12,4.79281803755244e-10,"More in XX"
"chr1:16346846-16347462|617",41.3625440912764,2.31144150341235,0.373437409851268,6.18963564559037,6.03034404381736e-10,2.73947236038916e-08,"More in XX"
"chr1:16371822-16372622|801",110.298055192218,1.50433450318733,0.297210010984462,5.06152029739665,4.15926449393338e-07,7.64989288966043e-06,"More in XX"
"chr1:16374105-16374582|478",45.5443460044068,1.52786681549968,0.337221760369358,4.5307479974786,5.87752144457964e-06,7.29317476920661e-05,"More in XX"
"chr1:16393571-16394110|540",11.5492528582557,-1.63443950392544,0.488001098782091,-3.34925373734717,0.000810295519903884,0.0045164175904627,"More in XY"
"chr1:16618254-16619880|1627",337.762389000795,0.772110103830119,0.173433287060559,4.45191414471962,8.51081963644832e-06,0.000100370496077146,"More in XX"
"chr1:16656332-16657663|1332",599.226152706343,0.776612243745694,0.205223390431633,3.78422869884518,0.000154185995464285,0.0011446540537407,"More in XX"
"chr1:16687740-16689232|1493",150.453493149907,1.10549537241671,0.193039259289404,5.72679037666298,1.02348505710418e-08,3.18100607499834e-07,"More in XX"
"chr1:16700082-16700824|743",43.6873702538855,2.52777540094545,0.40335878200604,6.26681632757311,3.68504377661252e-10,1.78836847643954e-08,"More in XX"
"chr1:16798071-16798942|872",36.1153990663492,1.05479446989119,0.321766385643028,3.27813754623019,0.00104494464643154,0.00556428583218014,"More in XX"
"chr1:17096651-17098152|1502",302.578995098906,1.1113646690794,0.176545909491037,6.29504627030639,3.07308178607678e-10,1.53442836814937e-08,"More in XX"
"chr1:17695036-17695971|936",30.285706814237,-1.32973530393735,0.427329795290216,-3.11173084253175,0.00185993993895255,0.00891351452025492,"More in XY"
"chr1:17718571-17719188|618",9.75245504273184,-1.80041766081668,0.555976533905889,-3.23829793349055,0.00120245166496738,0.00623782180253312,"More in XY"
"chr1:17727041-17727991|951",90.765869110423,1.12280371278802,0.228520981139032,4.91335065686993,8.95329369481194e-07,1.46988083012392e-05,"More in XX"
"chr1:18057460-18059078|1619",104.001121803289,0.897858195086741,0.249279102653092,3.6018189472394,0.000315998419272316,0.00207326061399901,"More in XX"
"chr1:18272335-18273101|767",44.0216797921835,0.985865848444382,0.275182360345765,3.58259100331012,0.000340203041955768,0.00220702737557018,"More in XX"
"chr1:19280727-19281326|600",9.32315514190839,-3.38362349958891,0.824606711476233,-4.10331792416709,4.07266987306012e-05,0.00037458362637564,"More in XY"
"chr1:19355197-19355722|526",13.0231319624363,-1.65044928576328,0.52596617027217,-3.13793810143573,0.00170140802599633,0.00828883168197254,"More in XY"
"chr1:19899422-19900212|791",17.2073266498163,1.32000168821544,0.367338906536854,3.59341650101798,0.000326370268117421,0.00213025383671578,"More in XX"
"chr1:19973218-19974604|1387",77.5937273419934,0.787576156537525,0.241284193888121,3.2641017376493,0.00109811726165934,0.00579350609065738,"More in XX"
"chr1:20058192-20059070|879",29.5230877714317,1.29914514503127,0.361538527921498,3.59337952859442,0.000326416602375667,0.00213045049385526,"More in XX"
"chr1:20678049-20678308|260",12.8567416522854,-2.33929028345754,0.69175991908258,-3.38165051042554,0.00072051749227961,0.00409784193599706,"More in XY"
"chr1:20807318-20808052|735",32.4149764214312,-1.30097853753729,0.411866285058193,-3.15874006864504,0.00158452745360839,0.00782232134724348,"More in XY"
"chr1:20844023-20845039|1017",30.3140591115689,-3.00345864439942,0.448745509090021,-6.69301103534143,2.18624645524959e-11,1.56548820928763e-09,"More in XY"
"chr1:20907523-20908982|1460",48.8802648165275,-1.5395970885553,0.351689638501698,-4.37771523526947,1.19929903378521e-05,0.000133641841560187,"More in XY"
"chr1:20951220-20952438|1219",391.680494346567,1.29727497755283,0.20971957933854,6.18575996406469,6.18039911642157e-10,2.80183066012699e-08,"More in XX"
"chr1:21068360-21069325|966",75.3340854092543,2.27742957943589,0.242498221497124,9.39153106103462,5.91343206117553e-21,5.63357246123685e-18,"More in XX"
"chr1:21114077-21114614|538",18.7195606707347,-3.4602297463942,0.783820556130903,-4.41456876746713,1.01211540001803e-05,0.000116119905336391,"More in XY"
"chr1:21239929-21241026|1098",134.608044794647,0.941996475865559,0.19883471519919,4.73758556156493,2.16279551182405e-06,3.11264984284616e-05,"More in XX"
"chr1:21890361-21891179|819",31.3593759878529,-1.87586361277166,0.54077637359968,-3.46883426190566,0.00052272181753217,0.00314919414486009,"More in XY"
"chr1:22206777-22207605|829",28.3099071858414,-3.58625441971326,0.637885845932147,-5.62209436466276,1.88656158400965e-08,5.40005148896506e-07,"More in XY"
"chr1:22533070-22534174|1105",66.9908203098031,1.10889583412845,0.221066290588418,5.0161235852688,5.27244212247332e-07,9.37720093884531e-06,"More in XX"
"chr1:23061794-23062458|665",78.0385411686513,1.18113438482485,0.220951176134937,5.34568045975698,9.00780003082687e-08,2.06783038633277e-06,"More in XX"
"chr1:23177285-23177949|665",9.62192318832895,-2.40292542545714,0.753856177464586,-3.18751175262476,0.00143502625977159,0.00721295709479179,"More in XY"
"chr1:23255747-23257366|1620",450.432183911028,0.956681354868197,0.204693883080653,4.67371736013844,2.95796336970013e-06,4.08917440852899e-05,"More in XX"
"chr1:23279643-23280588|946",37.189533122155,-2.19158930506962,0.45150784099983,-4.85393409827946,1.21035973094616e-06,1.90204139932777e-05,"More in XY"
"chr1:23282342-23283283|942",26.2996672517539,1.25484001381369,0.364199092622207,3.44547814432742,0.000570050063189028,0.00338057250022096,"More in XX"
"chr1:23382552-23383839|1288",265.017195705163,1.12900169988666,0.210854795813896,5.35440370482791,8.58390191217453e-08,1.98438016615381e-06,"More in XX"
"chr1:23443641-23444887|1247",28.9550382737303,1.26869448941371,0.336469457201301,3.77060818526147,0.000162850185607045,0.00119761431177337,"More in XX"
"chr1:23761826-23763587|1762",242.53170286148,0.831902845936091,0.181745535891278,4.57729452256668,4.71028077841995e-06,6.06875640590055e-05,"More in XX"
"chr1:23826847-23827563|717",35.4022178611125,1.06179497009852,0.297579121769341,3.56810976450671,0.000359565879402464,0.00231089981419449,"More in XX"
"chr1:23866980-23867735|756",19.8418422511774,-2.00323821485817,0.453241563930923,-4.41980253859392,9.87911282389505e-06,0.000113839853190171,"More in XY"
"chr1:23892192-23892423|232",8.3616948694783,-2.18601416920182,0.672946752323791,-3.2484207133078,0.00116047545488732,0.00606096248127209,"More in XY"
"chr1:24004852-24006067|1216",162.561581462388,0.911725984379695,0.179972775825654,5.065910553399,4.06452748998241e-07,7.49873657424492e-06,"More in XX"
"chr1:24033709-24034509|801",40.5248808350376,-1.0462468292279,0.331751462281904,-3.15370675996859,0.00161210985178809,0.00793257242700533,"More in XY"
"chr1:24177079-24178068|990",38.9716187991947,-3.1066398692118,0.487137497284316,-6.37733676124427,1.80193947406673e-10,9.68516683221911e-09,"More in XY"
"chr1:24195019-24196782|1764",116.158639314381,-1.72602737377183,0.25687596338193,-6.71930277573511,1.82596143828852e-11,1.33217161115623e-09,"More in XY"
"chr1:24221425-24222278|854",20.1285929991906,-2.09608545481275,0.500023510676758,-4.19197379734365,2.76537942028776e-05,0.000270991105400874,"More in XY"
"chr1:24230189-24231055|867",27.9490258870296,-1.18726284895384,0.383757947192048,-3.09378048752093,0.00197623647564009,0.00936468545328458,"More in XY"
"chr1:24285907-24287002|1096",49.2195830009996,1.73241190333857,0.322253342201006,5.37593153109325,7.61877421895245e-08,1.78831035135058e-06,"More in XX"
"chr1:24349658-24350354|697",21.7447943866906,1.37869446042206,0.362008582806584,3.80845793691769,0.000139836127202241,0.00105462735841059,"More in XX"
"chr1:24677806-24679340|1535",470.42113717517,1.19647590163006,0.176295837327292,6.78675072406165,1.14687112783833e-11,8.98557808735266e-10,"More in XX"
"chr1:24777948-24778815|868",21.1087881011889,-2.09272981363704,0.497604125259011,-4.20561186575319,2.60376758265121e-05,0.00025749565241731,"More in XY"
"chr1:24869543-24870253|711",30.5579764402848,-2.07386761583493,0.413867879254358,-5.01094122010941,5.41644586324359e-07,9.60084564102429e-06,"More in XY"
"chr1:25017681-25018081|401",11.6478858733766,2.45791866355364,0.613386331554592,4.00712982521829,6.14610831145041e-05,0.000529989973499983,"More in XX"
"chr1:25063909-25064477|569",19.3431522924995,1.44562656829462,0.369125896521339,3.91635098463229,8.98993400212276e-05,0.000730152365061517,"More in XX"
"chr1:25343742-25344798|1057",40.8416316982952,1.39378414636583,0.263703484198428,5.28542180852283,1.25415434364278e-07,2.74009370415367e-06,"More in XX"
"chr1:25459551-25460194|644",23.6360295274568,1.42367806619477,0.384446098961556,3.70319290543025,0.000212902864938713,0.00149575838992292,"More in XX"
"chr1:25757514-25758417|904",31.8099743436852,1.40879378647923,0.328125489848863,4.29346036825159,1.75909726734044e-05,0.000185206021174005,"More in XX"
"chr1:25822085-25822499|415",11.2348033255388,-2.37808080088513,0.583577313992111,-4.07500556287437,4.6013247117687e-05,0.000414933506091995,"More in XY"
"chr1:26355626-26356512|887",18.77007557707,2.41944162710597,0.425026011706747,5.69245542735228,1.25225295298324e-08,3.80917268569535e-07,"More in XX"
"chr1:26387943-26389146|1204",33.8880818588265,1.54025519951468,0.369429666419373,4.16927859216969,3.05565295350192e-05,0.00029477813189312,"More in XX"
"chr1:26639954-26640974|1021",31.5292846507751,-1.36466730332717,0.409884006626024,-3.32939875981131,0.000870336990111846,0.00479336155808363,"More in XY"
"chr1:26686931-26688302|1372",65.7912953301844,-1.2896051379669,0.348262792129913,-3.70296559698469,0.000213093788638279,0.0014966198674334,"More in XY"
"chr1:27260990-27261697|708",147.991886420829,0.857917161802238,0.22561027524705,3.80265110205107,0.000143155898575432,0.00107503072084386,"More in XX"
"chr1:27889343-27890222|880",29.8676084902207,2.16519866417583,0.404876257045619,5.34780349921054,8.90280443117454e-08,2.04658645875518e-06,"More in XX"
"chr1:28025575-28026155|581",14.473425789159,1.95271127615323,0.441859355008931,4.41930504360095,9.90188004324101e-06,0.00011404207336004,"More in XX"
"chr1:28560262-28560612|351",6.34995484552978,1.97217498415665,0.589863022110422,3.34344569880066,0.000827448860758635,0.00459624278667724,"More in XX"
"chr1:29814812-29815055|244",6.11358204050098,-2.85356755111109,0.869163870690511,-3.28311800264324,0.00102665680831546,0.00548650639943194,"More in XY"
"chr1:29936166-29936738|573",22.8503081397869,-3.97775313208074,0.57212082933077,-6.95264518988699,3.58499555858008e-12,3.26170090720391e-10,"More in XY"
"chr1:29956121-29956705|585",15.2677669311301,1.53735628566311,0.44252283409418,3.4740722223069,0.000512623034349713,0.00309800669775317,"More in XX"
"chr1:29985560-29986493|934",27.9661530327635,1.1994499203304,0.315209834080778,3.80524270071796,0.00014166521228305,0.0010654796220618,"More in XX"
"chr1:30216365-30217456|1092",78.4679356234076,1.64328800691616,0.241968926249975,6.7913183415068,1.11113433942733e-11,8.74728865090847e-10,"More in XX"
"chr1:30877809-30878096|288",25.7010634132477,1.71983432518034,0.421827163463165,4.07710663073626,4.55995843188634e-05,0.000411796383487887,"More in XX"
"chr1:30930112-30931338|1227",21.1285913639615,-1.13813318918909,0.369767285644502,-3.07797156042437,0.00208414803990446,0.00978225129090322,"More in XY"
"chr1:30936439-30936821|383",8.32395905964635,-3.1101125028161,0.761905948939665,-4.08201630023287,4.46466645917546e-05,0.000404399132761223,"More in XY"
"chr1:30939541-30941564|2024",75.2233683780764,1.47742514767169,0.346777950508459,4.26043566352886,2.04028808392947e-05,0.000209689363747752,"More in XX"
"chr1:30948501-30950624|2124",787.343523251677,1.06396193665724,0.192181826357295,5.5362255465258,3.09059522539539e-08,8.25177627310128e-07,"More in XX"
"chr1:31057941-31059331|1391",37.5334787078102,1.35753451860955,0.378579658856429,3.58586227984418,0.000335966238065126,0.00218302502605565,"More in XX"
"chr1:31093668-31095141|1474",44.5486507193756,0.861529072288557,0.257663520053747,3.34362067284049,0.000826927212004771,0.00459353925867475,"More in XX"
"chr1:31807751-31808739|989",83.3307032169377,0.94031897692481,0.236370568792872,3.97815591732487,6.94518251038561e-05,0.000587943463913642,"More in XX"
"chr1:31847597-31848011|415",11.0209740375563,1.94765359318427,0.524635571831591,3.71239332168172,0.000205308604716149,0.0014524951274513,"More in XX"
"chr1:31890321-31891406|1086",18.8456039280841,-3.03156149510108,0.601346089019891,-5.04129244449248,4.62398194039935e-07,8.38496940306706e-06,"More in XY"
"chr1:32172208-32173192|985",185.055884802543,1.40265556859304,0.187588530735154,7.47729918826098,7.58655655825729e-14,1.1346951128072e-11,"More in XX"
"chr1:32298499-32298977|479",22.2703181845962,2.93617310148321,0.482571575623821,6.08443026858268,1.16906267843983e-09,4.83167247003476e-08,"More in XX"
"chr1:32553784-32554256|473",18.8726149566405,1.45384251001304,0.38920046153797,3.73545936782299,0.00018737283335075,0.00134507584513431,"More in XX"
"chr1:32596880-32597637|758",12.3500427556437,-2.90003337500129,0.743645808098813,-3.89975085372355,9.629172468387e-05,0.000773516849105689,"More in XY"
"chr1:32713348-32714074|727",19.7184632202717,1.49641086572998,0.383973001646983,3.89717729973564,9.73203719282023e-05,0.000780111699105471,"More in XX"
"chr1:32834665-32835229|565",21.1079929118208,1.28471843372622,0.373407896161913,3.4405229426888,0.000580591211875805,0.00343240156642235,"More in XX"
"chr1:33124726-33125558|833",42.0184794688573,1.37333352105202,0.324498569400919,4.23217126530767,2.31446055744008e-05,0.000233450832458255,"More in XX"
"chr1:33531196-33532046|851",30.0955820060837,1.50513820614347,0.381104497101827,3.94941077208364,7.83438077149821e-05,0.000650444083137416,"More in XX"
"chr1:33607700-33608417|718",14.3975258435089,-2.22718313369601,0.48711691487381,-4.57217367266537,4.82690597782953e-06,6.20018077185413e-05,"More in XY"
"chr1:33671451-33672780|1330",80.9443604041079,-1.06257456775709,0.253955253719474,-4.18410153833964,2.86296133028106e-05,0.00027891331782239,"More in XY"
"chr1:33694985-33695640|656",37.4894744973913,-2.94316982073925,0.653751797633239,-4.50196822615913,6.73270487265207e-06,8.20031477582633e-05,"More in XY"
"chr1:33827671-33828643|973",52.4130509814772,-2.22744869401898,0.433908325048576,-5.13345461571777,2.84471651126863e-07,5.51089638365863e-06,"More in XY"
"chr1:33840532-33840988|457",13.5928372003631,-1.92755451777191,0.487418939303456,-3.9546155521295,7.66578161563442e-05,0.000639150585505988,"More in XY"
"chr1:33860805-33861919|1115",105.955509617915,-0.955390082295134,0.261248002022337,-3.65702349835941,0.00025516099709827,0.00173873706971373,"More in XY"
"chr1:33883369-33884667|1299",62.7759677586787,-1.37674860429506,0.324789905981879,-4.23888975284803,2.24627930162735e-05,0.000227639014495989,"More in XY"
"chr1:34061834-34062355|522",19.7225893439396,-3.02888815063226,0.721864002272098,-4.19592629788811,2.71758615014578e-05,0.000267024165600535,"More in XY"
"chr1:34103285-34104306|1022",178.570836935696,1.03996811959967,0.213347104210596,4.87453590451885,1.09064548799281e-06,1.73910615751754e-05,"More in XX"
